CoinMarketCap,Name,Symbol,MarketCap,CoinGecko,Name,Return,Rank - Return,Max Return,Rank - Overall Max,adjusted e-value,pass 5% threshold?,pass 10% threshold?,p-value (Max),,,,Return (30%),Max Return (30%)
,Storjcoin X,SJCX,1425931,,Storjcoin X,0,163,1,163,0,FALSE,FALSE,3.042944785,18.88626785,FALSE,FALSE,0,1
,BitcoinDark,BTCD,1290933,,BitcoinDark,0,164,1,164,0,FALSE,FALSE,3.024390244,18.77110768,FALSE,FALSE,0,1
,bitUSD,BITUSD,849583,,bitUSD,0,165,1,165,0,FALSE,FALSE,3.006060606,18.65734339,FALSE,FALSE,0,1
,Ethercoin,ETC,726534,,Ethercoin,0,166,1,166,0,FALSE,FALSE,2.987951807,18.54494976,FALSE,FALSE,0,1
,Marinecoin,MTC,578694,,Marinecoin,0,167,1,167,0,FALSE,FALSE,2.97005988,18.43390215,FALSE,FALSE,0,1
,Nxttycoin,NXTTY,546825,,Nxttycoin,0,168,1,168,0,FALSE,FALSE,2.952380952,18.32417655,FALSE,FALSE,0,1
,Jinn,JINN,482067,,Jinn,0,169,1,169,0,FALSE,FALSE,2.934911243,18.21574947,FALSE,FALSE,0,1
,BitShares PTS,PTS,422882,,BitShares PTS,0,170,1,170,0,FALSE,FALSE,2.917647059,18.108598,FALSE,FALSE,0,1
,TileCoin,XTC,421655,,TileCoin,0,171,1,171,0,FALSE,FALSE,2.900584795,18.00269976,FALSE,FALSE,0,1
,I0Coin,I0C,405510,,I0Coin,0,172,1,172,0,FALSE,FALSE,2.88372093,17.8980329,FALSE,FALSE,0,1
,Uro,URO,402334,,Uro,0,173,1,173,0,FALSE,FALSE,2.867052023,17.79457607,FALSE,FALSE,0,1
,BilShares,BILS,322887,,BilShares,0,174,1,174,0,FALSE,FALSE,2.850574713,17.69230839,FALSE,FALSE,0,1
,ShadowCash,SDC,318760,,ShadowCash,0,175,1,175,0,FALSE,FALSE,2.834285714,17.59120948,FALSE,FALSE,0,1
,NooCoin,NOO,318251,,NooCoin,0,176,1,176,0,FALSE,FALSE,2.818181818,17.49125943,FALSE,FALSE,0,1
,XCurrency,XC,294603,,XCurrency,0,177,1,177,0,FALSE,FALSE,2.802259887,17.39243876,FALSE,FALSE,0,1
,Gridcoin Classic,GRCX,290253,,Gridcoin Classic,0,178,1,178,0,FALSE,FALSE,2.786516854,17.29472843,FALSE,FALSE,0,1
,Qora,QORA,264195,,Qora,0,179,1,179,0,FALSE,FALSE,2.770949721,17.19810983,FALSE,FALSE,0,1
,UltraCoin,UTC,254348,,UltraCoin,0,180,1,180,0,FALSE,FALSE,2.755555556,17.10256478,FALSE,FALSE,0,1
,Applecoin,APC,201478,,Applecoin,0,181,1,181,0,FALSE,FALSE,2.740331492,17.00807547,FALSE,FALSE,0,1
,Hyper,HYPER,189514,,Hyper,0,182,1,182,0,FALSE,FALSE,2.725274725,16.9146245,FALSE,FALSE,0,1
,CzechCrownCoin,CZC,174126,,CzechCrownCoin,0,183,1,183,0,FALSE,FALSE,2.710382514,16.82219486,FALSE,FALSE,0,1
,ARCHcoin,ARCH,158546,,ARCHcoin,0,184,1,184,0,FALSE,FALSE,2.695652174,16.73076989,FALSE,FALSE,0,1
,Viorcoin,VIOR,145952,,Viorcoin,0,185,1,185,0,FALSE,FALSE,2.681081081,16.6403333,FALSE,FALSE,0,1
,Librexcoin,LXC,110962,,Librexcoin,0,186,1,186,0,FALSE,FALSE,2.666666667,16.55086914,FALSE,FALSE,0,1
,NEMstake,NEM,96937,,NEMstake,0,187,1,187,0,FALSE,FALSE,2.652406417,16.46236182,FALSE,FALSE,0,1
,NobleNXT,NOXT,90379,,NobleNXT,0,188,1,188,0,FALSE,FALSE,2.638297872,16.37479606,FALSE,FALSE,0,1
,Copperlark,CLR,49187,,Copperlark,0,189,1,189,0,FALSE,FALSE,2.624338624,16.28815693,FALSE,FALSE,0,1
,Quicksilver,QSLV,37852,,Quicksilver,0,190,1,190,0,FALSE,FALSE,2.610526316,16.20242979,FALSE,FALSE,0,1
,Sapience AIFX,XAI,37076,,Sapience AIFX,0,191,1,191,0,FALSE,FALSE,2.596858639,16.11760031,FALSE,FALSE,0,1
,SquareBit,SBIT,36810,,SquareBit,0,192,1,192,0,FALSE,FALSE,2.583333333,16.03365448,FALSE,FALSE,0,1
,Bytecent,BYC,36809,,Bytecent,0,193,1,193,0,FALSE,FALSE,2.569948187,15.95057855,FALSE,FALSE,0,1
,Boomcoin,BOOM,36077,,Boomcoin,0,194,1,194,0,FALSE,FALSE,2.556701031,15.86835907,FALSE,FALSE,0,1
,CheckOutCoin,CXC,34431,,CheckOutCoin,0,195,1,195,0,FALSE,FALSE,2.543589744,15.78698287,FALSE,FALSE,0,1
,SecureCoin,SRC,34197,,SecureCoin,0,196,1,196,0,FALSE,FALSE,2.530612245,15.70643704,FALSE,FALSE,0,1
,Checkcoin,CKC,34001,,Checkcoin,0,197,1,197,0,FALSE,FALSE,2.517766497,15.62670893,FALSE,FALSE,0,1
,NXTInspect,NXTI,29056,,NXTInspect,0,198,1,198,0,FALSE,FALSE,2.505050505,15.54778616,FALSE,FALSE,0,1
,GamerholicCoin,GHC,23984,,GamerholicCoin,0,199,1,199,0,FALSE,FALSE,2.492462312,15.46965658,FALSE,FALSE,0,1
,Nakamoto Dark,NKT,20614,,Nakamoto Dark,0,200,1,200,0,FALSE,FALSE,2.48,15.3923083,FALSE,FALSE,0,1
,Vidio,VDO,19704,,Vidio,0,201,1,201,0,FALSE,FALSE,2.467661692,15.31572965,FALSE,FALSE,0,1
,Quatloo,QTL,18915,,Quatloo,0,202,1,202,0,FALSE,FALSE,2.455445545,15.23990921,FALSE,FALSE,0,1
,Blitzcash,BLITZ,17375,,Blitzcash,0,203,1,203,0,FALSE,FALSE,2.443349754,15.16483576,FALSE,FALSE,0,1
,EventToken,EVENT,10218,,EventToken,0,204,1,204,0,FALSE,FALSE,2.431372549,15.09049833,FALSE,FALSE,0,1
,Aliencoin,ALN,6988,,Aliencoin,0,205,1,205,0,FALSE,FALSE,2.419512195,15.01688614,FALSE,FALSE,0,1
,Diode,DIO,2253,,Diode,0,206,1,206,0,FALSE,FALSE,2.40776699,14.94398864,FALSE,FALSE,0,1
,MugatuCoin,MUGA,1442,,MugatuCoin,0,207,1,207,0,FALSE,FALSE,2.396135266,14.87179546,FALSE,FALSE,0,1
,NXTventure,NXTV,1249518,,NXTventure,0,208,1,208,0,FALSE,FALSE,2.384615385,14.80029644,FALSE,FALSE,0,1
,Pangea Poker,PANGEA,1091871,,Pangea Poker,0,209,1,209,0,FALSE,FALSE,2.373205742,14.72948163,FALSE,FALSE,0,1
,InstantDEX,DEX,996449,,InstantDEX,0,210,1,210,0,FALSE,FALSE,2.361904762,14.65934124,FALSE,FALSE,0,1
,CoinoUSD,XUSD,927830,,CoinoUSD,0,211,1,211,0,FALSE,FALSE,2.3507109,14.58986569,FALSE,FALSE,0,1
,jl777hodl,JLH,590005,,jl777hodl,0,212,1,212,0,FALSE,FALSE,2.339622642,14.52104556,FALSE,FALSE,0,1
,NXTprivacy,NXTprivacy,522239,,NXTprivacy,0,213,1,213,0,FALSE,FALSE,2.328638498,14.45287164,FALSE,FALSE,0,1
,Tradebots,NXTcoinsco,477295,,Tradebots,0,214,1,214,0,FALSE,FALSE,2.317757009,14.38533486,FALSE,FALSE,0,1
,SkyNET,SKYNET,362678,,SkyNET,0,215,1,215,0,FALSE,FALSE,2.306976744,14.31842632,FALSE,FALSE,0,1
,Coinomat,CNMT,284837,,Coinomat,0,216,1,216,0,FALSE,FALSE,2.296296296,14.25213731,FALSE,FALSE,0,1
,Privatebet,Privatebet,282748,,Privatebet,0,217,1,217,0,FALSE,FALSE,2.285714286,14.18645926,FALSE,FALSE,0,1
,FreeMarket,MRKT,231392,,FreeMarket,0,218,1,218,0,FALSE,FALSE,2.275229358,14.12138376,FALSE,FALSE,0,1
,CryptoCoins,CCS,167858,,CryptoCoins,0,219,1,219,0,FALSE,FALSE,2.264840183,14.05690256,FALSE,FALSE,0,1
,ATOMIC,ATOMIC,156832,,ATOMIC,0,220,1,220,0,FALSE,FALSE,2.254545455,13.99300754,FALSE,FALSE,0,1
,Node,NODE,150591,,Node,0,221,1,221,0,FALSE,FALSE,2.244343891,13.92969077,FALSE,FALSE,0,1
,ltc2nXt,LTC2NXT,148795,,ltc2nXt,0,222,1,222,0,FALSE,FALSE,2.234234234,13.86694441,FALSE,FALSE,0,1
,FoldingCoin,FLDC,139737,,FoldingCoin,0,223,1,223,0,FALSE,FALSE,2.224215247,13.80476081,FALSE,FALSE,0,1
,MGW,MGW,136586,,MGW,0,224,1,224,0,FALSE,FALSE,2.214285714,13.74313241,FALSE,FALSE,0,1
,Dogeparty,XDP,134603,,Dogeparty,0,225,1,225,0,FALSE,FALSE,2.204444444,13.68205182,FALSE,FALSE,0,1
,MMNXT,MMNXT,129087,,MMNXT,0,226,1,226,0,FALSE,FALSE,2.194690265,13.62151177,FALSE,FALSE,0,1
,USDe,USDE,128858,,USDe,0,227,1,227,0,FALSE,FALSE,2.185022026,13.56150511,FALSE,FALSE,0,1
,Crypti,XCR,121176,,Crypti,0,228,1,228,0,FALSE,FALSE,2.175438596,13.50202482,FALSE,FALSE,0,1
,NeoDICE,DICE,111571,,NeoDICE,0,229,1,229,0,FALSE,FALSE,2.165938865,13.44306402,FALSE,FALSE,0,1
,Devcoin,DVC,104638,,Devcoin,0,230,1,230,0,FALSE,FALSE,2.156521739,13.38461591,FALSE,FALSE,0,1
,Bithaus,BITHAUS,100270,,Bithaus,0,231,1,231,0,FALSE,FALSE,2.147186147,13.32667385,FALSE,FALSE,0,1
,CannaCoin,CCN,95883,,CannaCoin,0,232,1,232,0,FALSE,FALSE,2.137931034,13.26923129,FALSE,FALSE,0,1
,FIMKrypto,FIMK,86619,,FIMKrypto,0,233,1,233,0,FALSE,FALSE,2.128755365,13.2122818,FALSE,FALSE,0,1
,Sync,SYNC,84199,,Sync,0,234,1,234,0,FALSE,FALSE,2.11965812,13.15581906,FALSE,FALSE,0,1
,World Trade Funds,XWT,82706,,World Trade Funds,0,235,1,235,0,FALSE,FALSE,2.110638298,13.09983685,FALSE,FALSE,0,1
,GlowShares,GSX,79714,,GlowShares,0,236,1,236,0,FALSE,FALSE,2.101694915,13.04432907,FALSE,FALSE,0,1
,ClearingHouse,XCH,77974,,ClearingHouse,0,237,1,237,0,FALSE,FALSE,2.092827004,12.9892897,FALSE,FALSE,0,1
,NautilusCoin,NAUT,70710,,NautilusCoin,0,238,1,238,0,FALSE,FALSE,2.084033613,12.93471286,FALSE,FALSE,0,1
,MozzShare,MLS,70680,,MozzShare,0,239,1,239,0,FALSE,FALSE,2.075313808,12.88059272,FALSE,FALSE,0,1
,Dorcs,DORCS,63939,,Dorcs,0,240,1,240,0,FALSE,FALSE,2.066666667,12.82692358,FALSE,FALSE,0,1
,UnionCoin,UNC,63651,,UnionCoin,0,241,1,241,0,FALSE,FALSE,2.058091286,12.77369983,FALSE,FALSE,0,1
,Horizon,HZ,61598,,Horizon,0,242,1,242,0,FALSE,FALSE,2.049586777,12.72091595,FALSE,FALSE,0,1
,BearMining,BEAR,59454,,BearMining,0,243,1,243,0,FALSE,FALSE,2.041152263,12.6685665,FALSE,FALSE,0,1
,HRNXTPool,HRNXT,56257,,HRNXTPool,0,244,1,244,0,FALSE,FALSE,2.032786885,12.61664615,FALSE,FALSE,0,1
,Tickets,TIX,54179,,Tickets,0,245,1,245,0,FALSE,FALSE,2.024489796,12.56514963,FALSE,FALSE,0,1
,HRLTCGEAR,HRL,51938,,HRLTCGEAR,0,246,1,246,0,FALSE,FALSE,2.016260163,12.51407179,FALSE,FALSE,0,1
,Fibre,FIBRE,46683,,Fibre,0,247,1,247,0,FALSE,FALSE,2.008097166,12.46340753,FALSE,FALSE,0,1
,JackpotCoin,JPC,45167,,JackpotCoin,0,248,1,248,0,FALSE,FALSE,2,12.41315185,FALSE,FALSE,0,1
,AeroMe,AM,44872,,AeroMe,0,249,1,249,0,FALSE,FALSE,1.991967871,12.36329984,FALSE,FALSE,0,1
,HTML5COIN,HTML5,43566,,HTML5COIN,0,250,1,250,0,FALSE,FALSE,1.984,12.31384664,FALSE,FALSE,0,1
,Karmacoin,KARMA,42266,,Karmacoin,0,251,1,251,0,FALSE,FALSE,1.976095618,12.26478749,FALSE,FALSE,0,1
,GAIA,GAIA,38205,,GAIA,0,252,1,252,0,FALSE,FALSE,1.968253968,12.2161177,FALSE,FALSE,0,1
,Sterlingcoin,SLG,36346,,Sterlingcoin,0,253,1,253,0,FALSE,FALSE,1.960474308,12.16783265,FALSE,FALSE,0,1
,Memorycoin,MMC,34630,,Memorycoin,0,254,1,254,0,FALSE,FALSE,1.952755906,12.11992779,FALSE,FALSE,0,1
,TEKcoin,TEK,33194,,TEKcoin,0,255,1,255,0,FALSE,FALSE,1.945098039,12.07239867,FALSE,FALSE,0,1
,LitecoinDark,LTCD,31997,,LitecoinDark,0,256,1,256,0,FALSE,FALSE,1.9375,12.02524086,FALSE,FALSE,0,1
,Ringo,RIN,31586,,Ringo,0,257,1,257,0,FALSE,FALSE,1.929961089,11.97845004,FALSE,FALSE,0,1
,Colossuscoin,COL,30613,,Colossuscoin,0,258,1,258,0,FALSE,FALSE,1.92248062,11.93202194,FALSE,FALSE,0,1
,Bottlecaps,CAP,30017,,Bottlecaps,0,259,1,259,0,FALSE,FALSE,1.915057915,11.88595235,FALSE,FALSE,0,1
,TeslaCoin,TES,29550,,TeslaCoin,0,260,1,260,0,FALSE,FALSE,1.907692308,11.84023715,FALSE,FALSE,0,1
,AsiaCoin,AC,29398,,AsiaCoin,0,261,1,261,0,FALSE,FALSE,1.900383142,11.79487226,FALSE,FALSE,0,1
,Nas,NAS,26420,,Nas,0,262,1,262,0,FALSE,FALSE,1.893129771,11.74985366,FALSE,FALSE,0,1
,NFDCoin,NFD,26420,,NFDCoin,0,263,1,263,0,FALSE,FALSE,1.885931559,11.70517741,FALSE,FALSE,0,1
,Virtacoin,VTA,26330,,Virtacoin,0,264,1,264,0,FALSE,FALSE,1.878787879,11.66083962,FALSE,FALSE,0,1
,CleverHash,CHASH,26195,,CleverHash,0,265,1,265,0,FALSE,FALSE,1.871698113,11.61683645,FALSE,FALSE,0,1
,Maieuticoin,MMXIV,25148,,Maieuticoin,0,266,1,266,0,FALSE,FALSE,1.864661654,11.57316413,FALSE,FALSE,0,1
,Cinni,CINNI,24549,,Cinni,0,267,1,267,0,FALSE,FALSE,1.857677903,11.52981895,FALSE,FALSE,0,1
,Luckycoin,LKY,24456,,Luckycoin,0,268,1,268,0,FALSE,FALSE,1.850746269,11.48679724,FALSE,FALSE,0,1
,BBQCoin,BQC,23130,,BBQCoin,0,269,1,269,0,FALSE,FALSE,1.843866171,11.44409539,FALSE,FALSE,0,1
,SaffronCoin,SFR,22713,,SaffronCoin,0,270,1,270,0,FALSE,FALSE,1.837037037,11.40170985,FALSE,FALSE,0,1
,CleanWaterCoin,WATER,21793,,CleanWaterCoin,0,271,1,271,0,FALSE,FALSE,1.830258303,11.35963712,FALSE,FALSE,0,1
,Sonic,SSD,21063,,Sonic,0,272,1,272,0,FALSE,FALSE,1.823529412,11.31787375,FALSE,FALSE,0,1
,FlappyCoin,FLAP,20611,,FlappyCoin,0,273,1,273,0,FALSE,FALSE,1.816849817,11.27641634,FALSE,FALSE,0,1
,LTBcoin,LTBC,20475,,LTBcoin,0,274,1,274,0,FALSE,FALSE,1.810218978,11.23526153,FALSE,FALSE,0,1
,Philosopher Stones,PHS,19730,,Philosopher Stones,0,275,1,275,0,FALSE,FALSE,1.803636364,11.19440604,FALSE,FALSE,0,1
,Munne,MNE,19607,,Munne,0,276,1,276,0,FALSE,FALSE,1.797101449,11.15384659,FALSE,FALSE,0,1
,WankCoin,WKC,19321,,WankCoin,0,277,1,277,0,FALSE,FALSE,1.790613718,11.11358,FALSE,FALSE,0,1
,Sembro Token,SMBR,19029,,Sembro Token,0,278,1,278,0,FALSE,FALSE,1.784172662,11.07360309,FALSE,FALSE,0,1
,Qibuck,QBK,18897,,Qibuck,0,279,1,279,0,FALSE,FALSE,1.777777778,11.03391276,FALSE,FALSE,0,1
,Yacoin,YAC,18749,,Yacoin,0,280,1,280,0,FALSE,FALSE,1.771428571,10.99450593,FALSE,FALSE,0,1
,MediterraneanCoin,MED,18672,,MediterraneanCoin,0,281,1,281,0,FALSE,FALSE,1.765124555,10.95537957,FALSE,FALSE,0,1
,Mineralscoin,MIN,18270,,Mineralscoin,0,282,1,282,0,FALSE,FALSE,1.758865248,10.91653071,FALSE,FALSE,0,1
,Dirac,XDQ,17537,,Dirac,0,283,1,283,0,FALSE,FALSE,1.752650177,10.87795639,FALSE,FALSE,0,1
,OpalTKN,OPALTKN,17234,,OpalTKN,0,284,1,284,0,FALSE,FALSE,1.746478873,10.83965373,FALSE,FALSE,0,1
,BattleCoin,BCX,16957,,BattleCoin,0,285,1,285,0,FALSE,FALSE,1.740350877,10.80161986,FALSE,FALSE,0,1
,CommunityCoin,COMM,16723,,CommunityCoin,0,286,1,286,0,FALSE,FALSE,1.734265734,10.76385196,FALSE,FALSE,0,1
,XCash,XCASH,16173,,XCash,0,287,1,287,0,FALSE,FALSE,1.728222997,10.72634725,FALSE,FALSE,0,1
,Neutrino,NTR,16131,,Neutrino,0,288,1,288,0,FALSE,FALSE,1.722222222,10.68910298,FALSE,FALSE,0,1
,MaryJane,MARYJ,15395,,MaryJane,0,289,1,289,0,FALSE,FALSE,1.716262976,10.65211647,FALSE,FALSE,0,1
,MultiWalletCoin,MWC,15265,,MultiWalletCoin,0,290,1,290,0,FALSE,FALSE,1.710344828,10.61538503,FALSE,FALSE,0,1
,Particle,PRT,15102,,Particle,0,291,1,291,0,FALSE,FALSE,1.704467354,10.57890605,FALSE,FALSE,0,1
,Razor,RZR,14736,,Razor,0,292,1,292,0,FALSE,FALSE,1.698630137,10.54267692,FALSE,FALSE,0,1
,CryptoEscudo,CESC,14624,,CryptoEscudo,0,293,1,293,0,FALSE,FALSE,1.692832765,10.50669508,FALSE,FALSE,0,1
,Kore,KORE,14513,,Kore,0,294,1,294,0,FALSE,FALSE,1.68707483,10.47095803,FALSE,FALSE,0,1
,Heavycoin,HVC,14462,,Heavycoin,0,295,1,295,0,FALSE,FALSE,1.681355932,10.43546325,FALSE,FALSE,0,1
,DarkCash,DRKC,14300,,DarkCash,0,296,1,296,0,FALSE,FALSE,1.675675676,10.40020831,FALSE,FALSE,0,1
,GlobalCoin,GLC,14222,,GlobalCoin,0,297,1,297,0,FALSE,FALSE,1.67003367,10.36519077,FALSE,FALSE,0,1
,Snowballs,BALLS,14082,,Snowballs,0,298,1,298,0,FALSE,FALSE,1.66442953,10.33040825,FALSE,FALSE,0,1
,bitBTC,BITBTC,13238,,bitBTC,0,299,1,299,0,FALSE,FALSE,1.658862876,10.29585839,FALSE,FALSE,0,1
,NoirShares,NRS,13091,,NoirShares,0,300,1,300,0,FALSE,FALSE,1.653333333,10.26153887,FALSE,FALSE,0,1
,RedCoin,RED,12697,,RedCoin,0,301,1,301,0,FALSE,FALSE,1.647840532,10.22744737,FALSE,FALSE,0,1
,RootCoin,ROOT,12675,,RootCoin,0,302,1,302,0,FALSE,FALSE,1.642384106,10.19358165,FALSE,FALSE,0,1
,ltc2nXt3,LTC2NXT3,12670,,ltc2nXt3,0,303,1,303,0,FALSE,FALSE,1.636963696,10.15993947,FALSE,FALSE,0,1
,Omnicoin,OMC,12413,,Omnicoin,0,304,1,304,0,FALSE,FALSE,1.631578947,10.12651862,FALSE,FALSE,0,1
,FreshCoin,FRSH,12149,,FreshCoin,0,305,1,305,0,FALSE,FALSE,1.626229508,10.09331692,FALSE,FALSE,0,1
,SeedCoin,SEED,11952,,SeedCoin,0,306,1,306,0,FALSE,FALSE,1.620915033,10.06033222,FALSE,FALSE,0,1
,LiteBar,LTB,11689,,LiteBar,0,307,1,307,0,FALSE,FALSE,1.615635179,10.02756241,FALSE,FALSE,0,1
,bitGold,BITGOLD,11539,,bitGold,0,308,1,308,0,FALSE,FALSE,1.61038961,9.995005388,FALSE,FALSE,0,1
,Zedcoin,ZED,11463,,Zedcoin,0,309,1,309,0,FALSE,FALSE,1.605177994,9.962659093,FALSE,FALSE,0,1
,ProfitCoin,PFC,11137,,ProfitCoin,0,310,1,310,0,FALSE,FALSE,1.6,9.930521483,FALSE,FALSE,0,1
,Functioncoin,FCC,10887,,Functioncoin,0,311,1,311,0,FALSE,FALSE,1.594855305,9.898590546,FALSE,FALSE,0,1
,NXTmovie,NXTMOVIE,10404,,NXTmovie,0,312,1,312,0,FALSE,FALSE,1.58974359,9.866864294,FALSE,FALSE,0,1
,ContinuumCoin,CTM,10394,,ContinuumCoin,0,313,1,313,0,FALSE,FALSE,1.584664537,9.835340766,FALSE,FALSE,0,1
,CoolCoin,COOL,10171,,CoolCoin,0,314,1,314,0,FALSE,FALSE,1.579617834,9.804018024,FALSE,FALSE,0,1
,Piggycoin,PIGGY,10014,,Piggycoin,0,315,1,315,0,FALSE,FALSE,1.574603175,9.772894158,FALSE,FALSE,0,1
,GrandCoin,GDC,9667,,GrandCoin,0,316,1,316,0,FALSE,FALSE,1.569620253,9.741967277,FALSE,FALSE,0,1
,DigitalPrice,DP,9515,,DigitalPrice,0,317,1,317,0,FALSE,FALSE,1.56466877,9.711235519,FALSE,FALSE,0,1
,Guarany,GUA,9353,,Guarany,0,318,1,318,0,FALSE,FALSE,1.559748428,9.680697043,FALSE,FALSE,0,1
,Kittehcoin,MEOW,8266,,Kittehcoin,0,319,1,319,0,FALSE,FALSE,1.554858934,9.65035003,FALSE,FALSE,0,1
,TrustPlus,TRUST,8220,,TrustPlus,0,320,1,320,0,FALSE,FALSE,1.55,9.620192686,FALSE,FALSE,0,1
,Fantomcoin,FCN,8183,,Fantomcoin,0,321,1,321,0,FALSE,FALSE,1.54517134,9.590223239,FALSE,FALSE,0,1
,Umbrella-LTC,ULTC,8064,,Umbrella-LTC,0,322,1,322,0,FALSE,FALSE,1.540372671,9.560439937,FALSE,FALSE,0,1
,CAIx,CAIx,8030,,CAIx,0,323,1,323,0,FALSE,FALSE,1.535603715,9.530841052,FALSE,FALSE,0,1
,GameLeagueCoin,GML,7926,,GameLeagueCoin,0,324,1,324,0,FALSE,FALSE,1.530864198,9.501424875,FALSE,FALSE,0,1
,NTX,NTX,7926,,NTX,0,325,1,325,0,FALSE,FALSE,1.526153846,9.472189722,FALSE,FALSE,0,1
,Spark,SPARK,7761,,Spark,0,326,1,326,0,FALSE,FALSE,1.521472393,9.443133925,FALSE,FALSE,0,1
,Saturn2Coin,SAT2,7587,,Saturn2Coin,0,327,1,327,0,FALSE,FALSE,1.516819572,9.41425584,FALSE,FALSE,0,1
,AsicCoin,ASC,7370,,AsicCoin,0,328,1,328,0,FALSE,FALSE,1.512195122,9.38555384,FALSE,FALSE,0,1
,UtilityCoin,UTIL,7214,,UtilityCoin,0,329,1,329,0,FALSE,FALSE,1.507598784,9.357026321,FALSE,FALSE,0,1
,KeyCoin,KEY,6931,,KeyCoin,0,330,1,330,0,FALSE,FALSE,1.503030303,9.328671696,FALSE,FALSE,0,1
,Murraycoin,MRY,6849,,Murraycoin,0,331,1,331,0,FALSE,FALSE,1.498489426,9.300488398,FALSE,FALSE,0,1
,BetaCoin,BET,6827,,BetaCoin,0,332,1,332,0,FALSE,FALSE,1.493975904,9.272474878,FALSE,FALSE,0,1
,HunterCoin,HUC,6814,,HunterCoin,0,333,1,333,0,FALSE,FALSE,1.489489489,9.244629609,FALSE,FALSE,0,1
,ApexCoin,APEX,6732,,ApexCoin,0,334,1,334,0,FALSE,FALSE,1.48502994,9.216951077,FALSE,FALSE,0,1
,LottoCoin,LOT,6707,,LottoCoin,0,335,1,335,0,FALSE,FALSE,1.480597015,9.18943779,FALSE,FALSE,0,1
,CryptoBuck,BUK,6690,,CryptoBuck,0,336,1,336,0,FALSE,FALSE,1.476190476,9.162088273,FALSE,FALSE,0,1
,Ghostcoin,GHOST,6618,,Ghostcoin,0,337,1,337,0,FALSE,FALSE,1.471810089,9.134901067,FALSE,FALSE,0,1
,Electron,ELT,6273,,Electron,0,338,1,338,0,FALSE,FALSE,1.467455621,9.107874733,FALSE,FALSE,0,1
,UnbreakableCoin,UNB,6029,,UnbreakableCoin,0,339,1,339,0,FALSE,FALSE,1.463126844,9.081007846,FALSE,FALSE,0,1
,SHACoin,SHA,5694,,SHACoin,0,340,1,340,0,FALSE,FALSE,1.458823529,9.054298999,FALSE,FALSE,0,1
,RonPaulCoin,RPC,5688,,RonPaulCoin,0,341,1,341,0,FALSE,FALSE,1.454545455,9.027746803,FALSE,FALSE,0,1
,GrowthCoin,GRW,5644,,GrowthCoin,0,342,1,342,0,FALSE,FALSE,1.450292398,9.001349882,FALSE,FALSE,0,1
,Franko,FRK,5566,,Franko,0,343,1,343,0,FALSE,FALSE,1.44606414,8.975106879,FALSE,FALSE,0,1
,SpainCoin,SPA,5416,,SpainCoin,0,344,1,344,0,FALSE,FALSE,1.441860465,8.949016452,FALSE,FALSE,0,1
,GreenBacks,GB,5412,,GreenBacks,0,345,1,345,0,FALSE,FALSE,1.437681159,8.923077274,FALSE,FALSE,0,1
,VootCoin,VOOT,5383,,VootCoin,0,346,1,346,0,FALSE,FALSE,1.433526012,8.897288034,FALSE,FALSE,0,1
,Execoin,EXE,5351,,Execoin,0,347,1,347,0,FALSE,FALSE,1.429394813,8.871647434,FALSE,FALSE,0,1
,DayTraderCoin,DTC,5340,,DayTraderCoin,0,348,1,348,0,FALSE,FALSE,1.425287356,8.846154194,FALSE,FALSE,0,1
,Animecoin,ANI,5337,,Animecoin,0,349,1,349,0,FALSE,FALSE,1.421203438,8.820807048,FALSE,FALSE,0,1
,Libertycoin,XLB,5322,,Libertycoin,0,350,1,350,0,FALSE,FALSE,1.417142857,8.795604742,FALSE,FALSE,0,1
,XxXcoin,XXX,5316,,XxXcoin,0,351,1,351,0,FALSE,FALSE,1.413105413,8.770546039,FALSE,FALSE,0,1
,HamRadioCoin,HAM,5242,,HamRadioCoin,0,352,1,352,0,FALSE,FALSE,1.409090909,8.745629715,FALSE,FALSE,0,1
,StableCoin,SBC,5013,,StableCoin,0,353,1,353,0,FALSE,FALSE,1.40509915,8.72085456,FALSE,FALSE,0,1
,Silkcoin,SILK,4951,,Silkcoin,0,354,1,354,0,FALSE,FALSE,1.401129944,8.696219378,FALSE,FALSE,0,1
,X-Children,CHILD,4927,,X-Children,0,355,1,355,0,FALSE,FALSE,1.397183099,8.671722985,FALSE,FALSE,0,1
,Isracoin,ISR,4808,,Isracoin,0,356,1,356,0,FALSE,FALSE,1.393258427,8.647364213,FALSE,FALSE,0,1
,LeafCoin,LEAF,4797,,LeafCoin,0,357,1,357,0,FALSE,FALSE,1.389355742,8.623141904,FALSE,FALSE,0,1
,Kryptkoin,KTK,4790,,Kryptkoin,0,358,1,358,0,FALSE,FALSE,1.38547486,8.599054915,FALSE,FALSE,0,1
,ROXcoin,ROX,4724,,ROXcoin,0,359,1,359,0,FALSE,FALSE,1.381615599,8.575102116,FALSE,FALSE,0,1
,QuazarCoin,QCN,4401,,QuazarCoin,0,360,1,360,0,FALSE,FALSE,1.377777778,8.551282388,FALSE,FALSE,0,1
,IncognitoCoin,ICG,4358,,IncognitoCoin,0,361,1,361,0,FALSE,FALSE,1.373961219,8.527594625,FALSE,FALSE,0,1
,Greencoin,GRE,4290,,Greencoin,0,362,1,362,0,FALSE,FALSE,1.370165746,8.504037734,FALSE,FALSE,0,1
,Gapcoin,GAP,4276,,Gapcoin,0,363,1,363,0,FALSE,FALSE,1.366391185,8.480610633,FALSE,FALSE,0,1
