CoinMarketCap,Name,Symbol,CoinGecko,Name,Price 2015-01-04,Price2021-06-30,Return,Dead?,symbol,symbolconsis?,Rank - Return,Max Overall Return,Rank - Overall Max,Max Monthly Return,Rank - Monthly Max,adjusted e-value,pass 5% threshold?,pass 10% threshold?,p-value (Overall Max),p-value (Monthly Max),,,
,Bitmark,BTM,,Bitmark,0.1074851974,0.023477037,0.218421118,0,marks,0,121,33.96292631,107,22.5232542,107,0.05328418404,FALSE,FALSE,0.1364874739,0.2058101364,1.277376238,FALSE,FALSE
,Truckcoin,TRK,,Truckcoin,0.000613196,0.000107711,0.1756550923,0,trk,1,122,77.40653722,91,7.49394484,121,0.04320548642,FALSE,FALSE,0.0704145883,0.5469980953,3.39498521,FALSE,FALSE
,Boolberry,BBR,,Boolberry,0.03510173336,0.005549206,0.15808923,0,bbr,1,123,122.164403,81,82.52613172,73,0.03920357922,FALSE,FALSE,0.05012472244,0.0823317464,0.5109982352,FALSE,FALSE
,NuShares,NSR,,NuShares,0.00543007816,0.000153895,0.02834121268,0,nsr,1,124,28.54208632,111,28.54208632,99,0.00708530317,FALSE,FALSE,0.1565571773,0.1755338049,1.089463888,FALSE,FALSE
,DNotes,NOTE,,DNotes,0.009884696478,0.0000838,0.00847775146,0,note,1,125,26.7547178,113,12.33773593,118,0.002136530106,FALSE,FALSE,0.1640600571,0.3406937751,2.114541783,FALSE,FALSE
,BoostCoin,BOST,,BoostCoin,0.0108184,0.0000266,0.002458773941,0,bost,1,126,55.44026843,95,40.0782001,91,0.0006246078962,FALSE,FALSE,0.09417437504,0.1359978601,0.8440810446,FALSE,FALSE
,Argentum,ARG,,Argentum,0.00211356,0.0000000232,0.00001097674067,0,arg,1,127,135.8780162,78,135.4623607,58,0.000002810576743,FALSE,FALSE,0.0467991404,0.06312989155,0.3918204652,FALSE,FALSE
,NewYorkCoin,NYC,,NewYorkCoin,0,0,0,1,0,0,128,1,128,1,128,0,FALSE,FALSE,3.875,3.875,24.05048172,FALSE,FALSE
,ECC,ECC,,ECC,0,0,0,1,0,0,129,1,129,1,129,0,FALSE,FALSE,3.84496124,3.84496124,23.86404387,FALSE,FALSE
,FLO,FLO,,FLO,0,0,0,1,0,0,130,1,130,1,130,0,FALSE,FALSE,3.815384615,3.815384615,23.68047431,FALSE,FALSE
,HempCoin,THC,,HempCoin,0,0,0,1,0,0,131,1,131,1,131,0,FALSE,FALSE,3.786259542,3.786259542,23.49970733,FALSE,FALSE
,RabbitCoin,RBBT,,RabbitCoin,0,0,0,1,0,0,132,1,132,1,132,0,FALSE,FALSE,3.757575758,3.757575758,23.32167924,FALSE,FALSE
,Emerald Crypto,EMD,,Emerald Crypto,0,0,0,1,0,0,133,1,133,1,133,0,FALSE,FALSE,3.729323308,3.729323308,23.14632827,FALSE,FALSE
,PetroDollar,XPD,,PetroDollar,0,0,0,1,0,0,134,1,134,1,134,0,FALSE,FALSE,3.701492537,3.701492537,22.97359448,FALSE,FALSE
,Dimecoin,DIME,,Dimecoin,0,0,0,1,0,0,135,1,135,1,135,0,FALSE,FALSE,3.674074074,3.674074074,22.8034197,FALSE,FALSE
,Carboncoin,CARBON,,Carboncoin,0,0,0,1,0,0,136,1,136,1,136,0,FALSE,FALSE,3.647058824,3.647058824,22.6357475,FALSE,FALSE
,42-coin,42,,42-coin,0,0,0,1,0,0,137,1,137,1,137,0,FALSE,FALSE,3.620437956,3.620437956,22.47052306,FALSE,FALSE
,e-Gulden,EFL,,e-Gulden,0,0,0,1,0,0,138,1,138,1,138,0,FALSE,FALSE,3.594202899,3.594202899,22.30769319,FALSE,FALSE
,Photon,PHO,,Photon,0,0,0,1,0,0,139,1,139,1,139,0,FALSE,FALSE,3.568345324,3.568345324,22.14720618,FALSE,FALSE
,Limitless VIP,VIP,,Limitless VIP,0,0,0,1,0,0,140,1,140,1,140,0,FALSE,FALSE,3.542857143,3.542857143,21.98901185,FALSE,FALSE
,Quebecoin,QBC,,Quebecoin,0,0,0,1,0,0,141,1,141,1,141,0,FALSE,FALSE,3.517730496,3.517730496,21.83306142,FALSE,FALSE
,Coin2.1,C2,,Coin2.1,0,0,0,1,0,0,142,1,142,1,142,0,FALSE,FALSE,3.492957746,3.492957746,21.67930746,FALSE,FALSE
,CasinoCoin,CSC,,CasinoCoin,0,0,0,1,0,0,143,1,143,1,143,0,FALSE,FALSE,3.468531469,3.468531469,21.52770391,FALSE,FALSE
,Swarm,SWARM,,Swarm,0,0,0,1,0,0,144,1,144,1,144,0,FALSE,FALSE,3.444444444,3.444444444,21.37820597,FALSE,FALSE
,Pesetacoin,PTC,,Pesetacoin,0,0,0,1,0,0,145,1,145,1,145,0,FALSE,FALSE,3.420689655,3.420689655,21.23077007,FALSE,FALSE
,Donu,DONU,,Donu,0,0,0,1,0,0,146,1,146,1,146,0,FALSE,FALSE,3.397260274,3.397260274,21.08535383,FALSE,FALSE
,Paycoin,PYC,,Paycoin,0,0,0,1,0,0,147,1,147,1,147,0,FALSE,FALSE,3.37414966,3.37414966,20.94191605,FALSE,FALSE
,PLNcoin,PLNC,,PLNcoin,0,0,0,1,0,0,148,1,148,1,148,0,FALSE,FALSE,3.351351351,3.351351351,20.80041662,FALSE,FALSE
,Prime-XI,PXI,,Prime-XI,0,0,0,1,0,0,149,1,149,1,149,0,FALSE,FALSE,3.32885906,3.32885906,20.66081651,FALSE,FALSE
,Cryptonite,XCN,,Cryptonite,0,0,0,1,0,0,150,1,150,1,150,0,FALSE,FALSE,3.306666667,3.306666667,20.52307773,FALSE,FALSE
,Zetacoin,ZET,,Zetacoin,0,0,0,1,0,0,151,1,151,1,151,0,FALSE,FALSE,3.284768212,3.284768212,20.38716331,FALSE,FALSE
,SolarCoin,SLR,,SolarCoin,0,0,0,1,0,0,152,1,152,1,152,0,FALSE,FALSE,3.263157895,3.263157895,20.25303723,FALSE,FALSE
,Blakecoin,BLC,,Blakecoin,0,0,0,1,0,0,153,1,153,1,153,0,FALSE,FALSE,3.241830065,3.241830065,20.12066444,FALSE,FALSE
,Rimbit,RBT,,Rimbit,0,0,0,1,0,0,154,1,154,1,154,0,FALSE,FALSE,3.220779221,3.220779221,19.99001078,FALSE,FALSE
,Quotient,XQN,,Quotient,0,0,0,1,0,0,155,1,155,1,155,0,FALSE,FALSE,3.2,3.2,19.86104297,FALSE,FALSE
,SpreadCoin,SPR,,SpreadCoin,0,0,0,1,0,0,156,1,156,1,156,0,FALSE,FALSE,3.179487179,3.179487179,19.73372859,FALSE,FALSE
,Datacoin,DTC,,Datacoin,0,0,0,1,0,0,157,1,157,1,157,0,FALSE,FALSE,3.159235669,3.159235669,19.60803605,FALSE,FALSE
,PayCoin,XPY,,PayCoin,0,0,0,1,0,0,158,1,158,1,158,0,FALSE,FALSE,3.139240506,3.139240506,19.48393455,FALSE,FALSE
,FuelCoin,FC2,,FuelCoin,0,0,0,1,0,0,159,1,159,1,159,0,FALSE,FALSE,3.119496855,3.119496855,19.36139409,FALSE,FALSE
,SuperNET,UNITY,,SuperNET,0,0,0,1,0,0,160,1,160,1,160,0,FALSE,FALSE,3.1,3.1,19.24038537,FALSE,FALSE
,YbCoin,YBC,,YbCoin,0,0,0,1,0,0,161,1,161,1,161,0,FALSE,FALSE,3.080745342,3.080745342,19.12087987,FALSE,FALSE
,Banx,BANX,,Banx,0,0,0,1,0,0,162,1,162,1,162,0,FALSE,FALSE,3.061728395,3.061728395,19.00284975,FALSE,FALSE
,Storjcoin X,SJCX,,Storjcoin X,0,0,0,1,0,0,163,1,163,1,163,0,FALSE,FALSE,3.042944785,3.042944785,18.88626785,FALSE,FALSE
,BitcoinDark,BTCD,,BitcoinDark,0,0,0,1,0,0,164,1,164,1,164,0,FALSE,FALSE,3.024390244,3.024390244,18.77110768,FALSE,FALSE
,bitUSD,BITUSD,,bitUSD,0,0,0,1,0,0,165,1,165,1,165,0,FALSE,FALSE,3.006060606,3.006060606,18.65734339,FALSE,FALSE
,Ethercoin,ETC,,Ethercoin,0,0,0,1,0,0,166,1,166,1,166,0,FALSE,FALSE,2.987951807,2.987951807,18.54494976,FALSE,FALSE
,Marinecoin,MTC,,Marinecoin,0,0,0,1,0,0,167,1,167,1,167,0,FALSE,FALSE,2.97005988,2.97005988,18.43390215,FALSE,FALSE
,Nxttycoin,NXTTY,,Nxttycoin,0,0,0,1,0,0,168,1,168,1,168,0,FALSE,FALSE,2.952380952,2.952380952,18.32417655,FALSE,FALSE
,Jinn,JINN,,Jinn,0,0,0,1,0,0,169,1,169,1,169,0,FALSE,FALSE,2.934911243,2.934911243,18.21574947,FALSE,FALSE
,BitShares PTS,PTS,,BitShares PTS,0,0,0,1,0,0,170,1,170,1,170,0,FALSE,FALSE,2.917647059,2.917647059,18.108598,FALSE,FALSE
,TileCoin,XTC,,TileCoin,0,0,0,1,0,0,171,1,171,1,171,0,FALSE,FALSE,2.900584795,2.900584795,18.00269976,FALSE,FALSE
,I0Coin,I0C,,I0Coin,0,0,0,1,0,0,172,1,172,1,172,0,FALSE,FALSE,2.88372093,2.88372093,17.8980329,FALSE,FALSE
,Uro,URO,,Uro,0,0,0,1,0,0,173,1,173,1,173,0,FALSE,FALSE,2.867052023,2.867052023,17.79457607,FALSE,FALSE
,BilShares,BILS,,BilShares,0,0,0,1,0,0,174,1,174,1,174,0,FALSE,FALSE,2.850574713,2.850574713,17.69230839,FALSE,FALSE
,ShadowCash,SDC,,ShadowCash,0,0,0,1,0,0,175,1,175,1,175,0,FALSE,FALSE,2.834285714,2.834285714,17.59120948,FALSE,FALSE
,NooCoin,NOO,,NooCoin,0,0,0,1,0,0,176,1,176,1,176,0,FALSE,FALSE,2.818181818,2.818181818,17.49125943,FALSE,FALSE
,XCurrency,XC,,XCurrency,0,0,0,1,0,0,177,1,177,1,177,0,FALSE,FALSE,2.802259887,2.802259887,17.39243876,FALSE,FALSE
,Gridcoin Classic,GRCX,,Gridcoin Classic,0,0,0,1,0,0,178,1,178,1,178,0,FALSE,FALSE,2.786516854,2.786516854,17.29472843,FALSE,FALSE
,Qora,QORA,,Qora,0,0,0,1,0,0,179,1,179,1,179,0,FALSE,FALSE,2.770949721,2.770949721,17.19810983,FALSE,FALSE
,UltraCoin,UTC,,UltraCoin,0,0,0,1,0,0,180,1,180,1,180,0,FALSE,FALSE,2.755555556,2.755555556,17.10256478,FALSE,FALSE
,Applecoin,APC,,Applecoin,0,0,0,1,0,0,181,1,181,1,181,0,FALSE,FALSE,2.740331492,2.740331492,17.00807547,FALSE,FALSE
,Hyper,HYPER,,Hyper,0,0,0,1,0,0,182,1,182,1,182,0,FALSE,FALSE,2.725274725,2.725274725,16.9146245,FALSE,FALSE
,CzechCrownCoin,CZC,,CzechCrownCoin,0,0,0,1,0,0,183,1,183,1,183,0,FALSE,FALSE,2.710382514,2.710382514,16.82219486,FALSE,FALSE
,ARCHcoin,ARCH,,ARCHcoin,0,0,0,1,0,0,184,1,184,1,184,0,FALSE,FALSE,2.695652174,2.695652174,16.73076989,FALSE,FALSE
,Viorcoin,VIOR,,Viorcoin,0,0,0,1,0,0,185,1,185,1,185,0,FALSE,FALSE,2.681081081,2.681081081,16.6403333,FALSE,FALSE
,Librexcoin,LXC,,Librexcoin,0,0,0,1,0,0,186,1,186,1,186,0,FALSE,FALSE,2.666666667,2.666666667,16.55086914,FALSE,FALSE
,NEMstake,NEM,,NEMstake,0,0,0,1,0,0,187,1,187,1,187,0,FALSE,FALSE,2.652406417,2.652406417,16.46236182,FALSE,FALSE
,NobleNXT,NOXT,,NobleNXT,0,0,0,1,0,0,188,1,188,1,188,0,FALSE,FALSE,2.638297872,2.638297872,16.37479606,FALSE,FALSE
,Copperlark,CLR,,Copperlark,0,0,0,1,0,0,189,1,189,1,189,0,FALSE,FALSE,2.624338624,2.624338624,16.28815693,FALSE,FALSE
,Quicksilver,QSLV,,Quicksilver,0,0,0,1,0,0,190,1,190,1,190,0,FALSE,FALSE,2.610526316,2.610526316,16.20242979,FALSE,FALSE
,Sapience AIFX,XAI,,Sapience AIFX,0,0,0,1,0,0,191,1,191,1,191,0,FALSE,FALSE,2.596858639,2.596858639,16.11760031,FALSE,FALSE
,SquareBit,SBIT,,SquareBit,0,0,0,1,0,0,192,1,192,1,192,0,FALSE,FALSE,2.583333333,2.583333333,16.03365448,FALSE,FALSE
,Bytecent,BYC,,Bytecent,0,0,0,1,0,0,193,1,193,1,193,0,FALSE,FALSE,2.569948187,2.569948187,15.95057855,FALSE,FALSE
,Boomcoin,BOOM,,Boomcoin,0,0,0,1,0,0,194,1,194,1,194,0,FALSE,FALSE,2.556701031,2.556701031,15.86835907,FALSE,FALSE
,CheckOutCoin,CXC,,CheckOutCoin,0,0,0,1,0,0,195,1,195,1,195,0,FALSE,FALSE,2.543589744,2.543589744,15.78698287,FALSE,FALSE
,SecureCoin,SRC,,SecureCoin,0,0,0,1,0,0,196,1,196,1,196,0,FALSE,FALSE,2.530612245,2.530612245,15.70643704,FALSE,FALSE
,Checkcoin,CKC,,Checkcoin,0,0,0,1,0,0,197,1,197,1,197,0,FALSE,FALSE,2.517766497,2.517766497,15.62670893,FALSE,FALSE
,NXTInspect,NXTI,,NXTInspect,0,0,0,1,0,0,198,1,198,1,198,0,FALSE,FALSE,2.505050505,2.505050505,15.54778616,FALSE,FALSE
,GamerholicCoin,GHC,,GamerholicCoin,0,0,0,1,0,0,199,1,199,1,199,0,FALSE,FALSE,2.492462312,2.492462312,15.46965658,FALSE,FALSE
,Nakamoto Dark,NKT,,Nakamoto Dark,0,0,0,1,0,0,200,1,200,1,200,0,FALSE,FALSE,2.48,2.48,15.3923083,FALSE,FALSE
,Vidio,VDO,,Vidio,0,0,0,1,0,0,201,1,201,1,201,0,FALSE,FALSE,2.467661692,2.467661692,15.31572965,FALSE,FALSE
,Quatloo,QTL,,Quatloo,0,0,0,1,0,0,202,1,202,1,202,0,FALSE,FALSE,2.455445545,2.455445545,15.23990921,FALSE,FALSE
,Blitzcash,BLITZ,,Blitzcash,0,0,0,1,0,0,203,1,203,1,203,0,FALSE,FALSE,2.443349754,2.443349754,15.16483576,FALSE,FALSE
,EventToken,EVENT,,EventToken,0,0,0,1,0,0,204,1,204,1,204,0,FALSE,FALSE,2.431372549,2.431372549,15.09049833,FALSE,FALSE
,Aliencoin,ALN,,Aliencoin,0,0,0,1,0,0,205,1,205,1,205,0,FALSE,FALSE,2.419512195,2.419512195,15.01688614,FALSE,FALSE
,Diode,DIO,,Diode,0,0,0,1,0,0,206,1,206,1,206,0,FALSE,FALSE,2.40776699,2.40776699,14.94398864,FALSE,FALSE
,MugatuCoin,MUGA,,MugatuCoin,0,0,0,1,0,0,207,1,207,1,207,0,FALSE,FALSE,2.396135266,2.396135266,14.87179546,FALSE,FALSE
,NXTventure,NXTV,,NXTventure,0,0,0,1,0,0,208,1,208,1,208,0,FALSE,FALSE,2.384615385,2.384615385,14.80029644,FALSE,FALSE
,Pangea Poker,PANGEA,,Pangea Poker,0,0,0,1,0,0,209,1,209,1,209,0,FALSE,FALSE,2.373205742,2.373205742,14.72948163,FALSE,FALSE
,InstantDEX,DEX,,InstantDEX,0,0,0,1,0,0,210,1,210,1,210,0,FALSE,FALSE,2.361904762,2.361904762,14.65934124,FALSE,FALSE
,CoinoUSD,XUSD,,CoinoUSD,0,0,0,1,0,0,211,1,211,1,211,0,FALSE,FALSE,2.3507109,2.3507109,14.58986569,FALSE,FALSE
,jl777hodl,JLH,,jl777hodl,0,0,0,1,0,0,212,1,212,1,212,0,FALSE,FALSE,2.339622642,2.339622642,14.52104556,FALSE,FALSE
,NXTprivacy,NXTprivacy,,NXTprivacy,0,0,0,1,0,0,213,1,213,1,213,0,FALSE,FALSE,2.328638498,2.328638498,14.45287164,FALSE,FALSE
,Tradebots,NXTcoinsco,,Tradebots,0,0,0,1,0,0,214,1,214,1,214,0,FALSE,FALSE,2.317757009,2.317757009,14.38533486,FALSE,FALSE
,SkyNET,SKYNET,,SkyNET,0,0,0,1,0,0,215,1,215,1,215,0,FALSE,FALSE,2.306976744,2.306976744,14.31842632,FALSE,FALSE
,Coinomat,CNMT,,Coinomat,0,0,0,1,0,0,216,1,216,1,216,0,FALSE,FALSE,2.296296296,2.296296296,14.25213731,FALSE,FALSE
,Privatebet,Privatebet,,Privatebet,0,0,0,1,0,0,217,1,217,1,217,0,FALSE,FALSE,2.285714286,2.285714286,14.18645926,FALSE,FALSE
,FreeMarket,MRKT,,FreeMarket,0,0,0,1,0,0,218,1,218,1,218,0,FALSE,FALSE,2.275229358,2.275229358,14.12138376,FALSE,FALSE
,CryptoCoins,CCS,,CryptoCoins,0,0,0,1,0,0,219,1,219,1,219,0,FALSE,FALSE,2.264840183,2.264840183,14.05690256,FALSE,FALSE
,ATOMIC,ATOMIC,,ATOMIC,0,0,0,1,0,0,220,1,220,1,220,0,FALSE,FALSE,2.254545455,2.254545455,13.99300754,FALSE,FALSE
,Node,NODE,,Node,0,0,0,1,0,0,221,1,221,1,221,0,FALSE,FALSE,2.244343891,2.244343891,13.92969077,FALSE,FALSE
,ltc2nXt,LTC2NXT,,ltc2nXt,0,0,0,1,0,0,222,1,222,1,222,0,FALSE,FALSE,2.234234234,2.234234234,13.86694441,FALSE,FALSE
,FoldingCoin,FLDC,,FoldingCoin,0,0,0,1,0,0,223,1,223,1,223,0,FALSE,FALSE,2.224215247,2.224215247,13.80476081,FALSE,FALSE
,MGW,MGW,,MGW,0,0,0,1,0,0,224,1,224,1,224,0,FALSE,FALSE,2.214285714,2.214285714,13.74313241,FALSE,FALSE
,Dogeparty,XDP,,Dogeparty,0,0,0,1,0,0,225,1,225,1,225,0,FALSE,FALSE,2.204444444,2.204444444,13.68205182,FALSE,FALSE
,MMNXT,MMNXT,,MMNXT,0,0,0,1,0,0,226,1,226,1,226,0,FALSE,FALSE,2.194690265,2.194690265,13.62151177,FALSE,FALSE
,USDe,USDE,,USDe,0,0,0,1,0,0,227,1,227,1,227,0,FALSE,FALSE,2.185022026,2.185022026,13.56150511,FALSE,FALSE
,Crypti,XCR,,Crypti,0,0,0,1,0,0,228,1,228,1,228,0,FALSE,FALSE,2.175438596,2.175438596,13.50202482,FALSE,FALSE
,NeoDICE,DICE,,NeoDICE,0,0,0,1,0,0,229,1,229,1,229,0,FALSE,FALSE,2.165938865,2.165938865,13.44306402,FALSE,FALSE
,Devcoin,DVC,,Devcoin,0,0,0,1,0,0,230,1,230,1,230,0,FALSE,FALSE,2.156521739,2.156521739,13.38461591,FALSE,FALSE
,Bithaus,BITHAUS,,Bithaus,0,0,0,1,0,0,231,1,231,1,231,0,FALSE,FALSE,2.147186147,2.147186147,13.32667385,FALSE,FALSE
,CannaCoin,CCN,,CannaCoin,0,0,0,1,0,0,232,1,232,1,232,0,FALSE,FALSE,2.137931034,2.137931034,13.26923129,FALSE,FALSE
,FIMKrypto,FIMK,,FIMKrypto,0,0,0,1,0,0,233,1,233,1,233,0,FALSE,FALSE,2.128755365,2.128755365,13.2122818,FALSE,FALSE
,Sync,SYNC,,Sync,0,0,0,1,0,0,234,1,234,1,234,0,FALSE,FALSE,2.11965812,2.11965812,13.15581906,FALSE,FALSE
,World Trade Funds,XWT,,World Trade Funds,0,0,0,1,0,0,235,1,235,1,235,0,FALSE,FALSE,2.110638298,2.110638298,13.09983685,FALSE,FALSE
,GlowShares,GSX,,GlowShares,0,0,0,1,0,0,236,1,236,1,236,0,FALSE,FALSE,2.101694915,2.101694915,13.04432907,FALSE,FALSE
,ClearingHouse,XCH,,ClearingHouse,0,0,0,1,0,0,237,1,237,1,237,0,FALSE,FALSE,2.092827004,2.092827004,12.9892897,FALSE,FALSE
,NautilusCoin,NAUT,,NautilusCoin,0,0,0,1,0,0,238,1,238,1,238,0,FALSE,FALSE,2.084033613,2.084033613,12.93471286,FALSE,FALSE
,MozzShare,MLS,,MozzShare,0,0,0,1,0,0,239,1,239,1,239,0,FALSE,FALSE,2.075313808,2.075313808,12.88059272,FALSE,FALSE
,Dorcs,DORCS,,Dorcs,0,0,0,1,0,0,240,1,240,1,240,0,FALSE,FALSE,2.066666667,2.066666667,12.82692358,FALSE,FALSE
,UnionCoin,UNC,,UnionCoin,0,0,0,1,0,0,241,1,241,1,241,0,FALSE,FALSE,2.058091286,2.058091286,12.77369983,FALSE,FALSE
,Horizon,HZ,,Horizon,0,0,0,1,0,0,242,1,242,1,242,0,FALSE,FALSE,2.049586777,2.049586777,12.72091595,FALSE,FALSE
,BearMining,BEAR,,BearMining,0,0,0,1,0,0,243,1,243,1,243,0,FALSE,FALSE,2.041152263,2.041152263,12.6685665,FALSE,FALSE
,HRNXTPool,HRNXT,,HRNXTPool,0,0,0,1,0,0,244,1,244,1,244,0,FALSE,FALSE,2.032786885,2.032786885,12.61664615,FALSE,FALSE
,Tickets,TIX,,Tickets,0,0,0,1,0,0,245,1,245,1,245,0,FALSE,FALSE,2.024489796,2.024489796,12.56514963,FALSE,FALSE
,HRLTCGEAR,HRL,,HRLTCGEAR,0,0,0,1,0,0,246,1,246,1,246,0,FALSE,FALSE,2.016260163,2.016260163,12.51407179,FALSE,FALSE
,Fibre,FIBRE,,Fibre,0,0,0,1,0,0,247,1,247,1,247,0,FALSE,FALSE,2.008097166,2.008097166,12.46340753,FALSE,FALSE
,JackpotCoin,JPC,,JackpotCoin,0,0,0,1,0,0,248,1,248,1,248,0,FALSE,FALSE,2,2,12.41315185,FALSE,FALSE
,AeroMe,AM,,AeroMe,0,0,0,1,0,0,249,1,249,1,249,0,FALSE,FALSE,1.991967871,1.991967871,12.36329984,FALSE,FALSE
,HTML5COIN,HTML5,,HTML5COIN,0,0,0,1,0,0,250,1,250,1,250,0,FALSE,FALSE,1.984,1.984,12.31384664,FALSE,FALSE
,Karmacoin,KARMA,,Karmacoin,0,0,0,1,0,0,251,1,251,1,251,0,FALSE,FALSE,1.976095618,1.976095618,12.26478749,FALSE,FALSE
,GAIA,GAIA,,GAIA,0,0,0,1,0,0,252,1,252,1,252,0,FALSE,FALSE,1.968253968,1.968253968,12.2161177,FALSE,FALSE
,Sterlingcoin,SLG,,Sterlingcoin,0,0,0,1,0,0,253,1,253,1,253,0,FALSE,FALSE,1.960474308,1.960474308,12.16783265,FALSE,FALSE
,Memorycoin,MMC,,Memorycoin,0,0,0,1,0,0,254,1,254,1,254,0,FALSE,FALSE,1.952755906,1.952755906,12.11992779,FALSE,FALSE
,TEKcoin,TEK,,TEKcoin,0,0,0,1,0,0,255,1,255,1,255,0,FALSE,FALSE,1.945098039,1.945098039,12.07239867,FALSE,FALSE
,LitecoinDark,LTCD,,LitecoinDark,0,0,0,1,0,0,256,1,256,1,256,0,FALSE,FALSE,1.9375,1.9375,12.02524086,FALSE,FALSE
,Ringo,RIN,,Ringo,0,0,0,1,0,0,257,1,257,1,257,0,FALSE,FALSE,1.929961089,1.929961089,11.97845004,FALSE,FALSE
,Colossuscoin,COL,,Colossuscoin,0,0,0,1,0,0,258,1,258,1,258,0,FALSE,FALSE,1.92248062,1.92248062,11.93202194,FALSE,FALSE
,Bottlecaps,CAP,,Bottlecaps,0,0,0,1,0,0,259,1,259,1,259,0,FALSE,FALSE,1.915057915,1.915057915,11.88595235,FALSE,FALSE
,TeslaCoin,TES,,TeslaCoin,0,0,0,1,0,0,260,1,260,1,260,0,FALSE,FALSE,1.907692308,1.907692308,11.84023715,FALSE,FALSE
,AsiaCoin,AC,,AsiaCoin,0,0,0,1,0,0,261,1,261,1,261,0,FALSE,FALSE,1.900383142,1.900383142,11.79487226,FALSE,FALSE
,Nas,NAS,,Nas,0,0,0,1,0,0,262,1,262,1,262,0,FALSE,FALSE,1.893129771,1.893129771,11.74985366,FALSE,FALSE
,NFDCoin,NFD,,NFDCoin,0,0,0,1,0,0,263,1,263,1,263,0,FALSE,FALSE,1.885931559,1.885931559,11.70517741,FALSE,FALSE
,Virtacoin,VTA,,Virtacoin,0,0,0,1,0,0,264,1,264,1,264,0,FALSE,FALSE,1.878787879,1.878787879,11.66083962,FALSE,FALSE
,CleverHash,CHASH,,CleverHash,0,0,0,1,0,0,265,1,265,1,265,0,FALSE,FALSE,1.871698113,1.871698113,11.61683645,FALSE,FALSE
,Maieuticoin,MMXIV,,Maieuticoin,0,0,0,1,0,0,266,1,266,1,266,0,FALSE,FALSE,1.864661654,1.864661654,11.57316413,FALSE,FALSE
,Cinni,CINNI,,Cinni,0,0,0,1,0,0,267,1,267,1,267,0,FALSE,FALSE,1.857677903,1.857677903,11.52981895,FALSE,FALSE
,Luckycoin,LKY,,Luckycoin,0,0,0,1,0,0,268,1,268,1,268,0,FALSE,FALSE,1.850746269,1.850746269,11.48679724,FALSE,FALSE
,BBQCoin,BQC,,BBQCoin,0,0,0,1,0,0,269,1,269,1,269,0,FALSE,FALSE,1.843866171,1.843866171,11.44409539,FALSE,FALSE
,SaffronCoin,SFR,,SaffronCoin,0,0,0,1,0,0,270,1,270,1,270,0,FALSE,FALSE,1.837037037,1.837037037,11.40170985,FALSE,FALSE
,CleanWaterCoin,WATER,,CleanWaterCoin,0,0,0,1,0,0,271,1,271,1,271,0,FALSE,FALSE,1.830258303,1.830258303,11.35963712,FALSE,FALSE
,Sonic,SSD,,Sonic,0,0,0,1,0,0,272,1,272,1,272,0,FALSE,FALSE,1.823529412,1.823529412,11.31787375,FALSE,FALSE
,FlappyCoin,FLAP,,FlappyCoin,0,0,0,1,0,0,273,1,273,1,273,0,FALSE,FALSE,1.816849817,1.816849817,11.27641634,FALSE,FALSE
,LTBcoin,LTBC,,LTBcoin,0,0,0,1,0,0,274,1,274,1,274,0,FALSE,FALSE,1.810218978,1.810218978,11.23526153,FALSE,FALSE
,Philosopher Stones,PHS,,Philosopher Stones,0,0,0,1,0,0,275,1,275,1,275,0,FALSE,FALSE,1.803636364,1.803636364,11.19440604,FALSE,FALSE
,Munne,MNE,,Munne,0,0,0,1,0,0,276,1,276,1,276,0,FALSE,FALSE,1.797101449,1.797101449,11.15384659,FALSE,FALSE
,WankCoin,WKC,,WankCoin,0,0,0,1,0,0,277,1,277,1,277,0,FALSE,FALSE,1.790613718,1.790613718,11.11358,FALSE,FALSE
,Sembro Token,SMBR,,Sembro Token,0,0,0,1,0,0,278,1,278,1,278,0,FALSE,FALSE,1.784172662,1.784172662,11.07360309,FALSE,FALSE
,Qibuck,QBK,,Qibuck,0,0,0,1,0,0,279,1,279,1,279,0,FALSE,FALSE,1.777777778,1.777777778,11.03391276,FALSE,FALSE
,Yacoin,YAC,,Yacoin,0,0,0,1,0,0,280,1,280,1,280,0,FALSE,FALSE,1.771428571,1.771428571,10.99450593,FALSE,FALSE
,MediterraneanCoin,MED,,MediterraneanCoin,0,0,0,1,0,0,281,1,281,1,281,0,FALSE,FALSE,1.765124555,1.765124555,10.95537957,FALSE,FALSE
,Mineralscoin,MIN,,Mineralscoin,0,0,0,1,0,0,282,1,282,1,282,0,FALSE,FALSE,1.758865248,1.758865248,10.91653071,FALSE,FALSE
,Dirac,XDQ,,Dirac,0,0,0,1,0,0,283,1,283,1,283,0,FALSE,FALSE,1.752650177,1.752650177,10.87795639,FALSE,FALSE
,OpalTKN,OPALTKN,,OpalTKN,0,0,0,1,0,0,284,1,284,1,284,0,FALSE,FALSE,1.746478873,1.746478873,10.83965373,FALSE,FALSE
,BattleCoin,BCX,,BattleCoin,0,0,0,1,0,0,285,1,285,1,285,0,FALSE,FALSE,1.740350877,1.740350877,10.80161986,FALSE,FALSE
,CommunityCoin,COMM,,CommunityCoin,0,0,0,1,0,0,286,1,286,1,286,0,FALSE,FALSE,1.734265734,1.734265734,10.76385196,FALSE,FALSE
,XCash,XCASH,,XCash,0,0,0,1,0,0,287,1,287,1,287,0,FALSE,FALSE,1.728222997,1.728222997,10.72634725,FALSE,FALSE
