CoinMarketCap,Name,Symbol,CoinGecko,Name,Price 2015-01-04,Price2021-06-30,Return,Dead?,symbol,symbolconsis?,Rank - Return,Max Overall Return,Rank - Overall Max,Max Monthly Return,Rank - Monthly Max,adjusted e-value,pass 5% threshold?,pass 10% threshold?,p-value (Overall Max),p-value (Monthly Max),,,
,Neutrino,NTR,,Neutrino,0,0,0,1,0,0,288,1,288,1,288,0,FALSE,FALSE,1.722222222,1.722222222,10.68910298,FALSE,FALSE
,MaryJane,MARYJ,,MaryJane,0,0,0,1,0,0,289,1,289,1,289,0,FALSE,FALSE,1.716262976,1.716262976,10.65211647,FALSE,FALSE
,MultiWalletCoin,MWC,,MultiWalletCoin,0,0,0,1,0,0,290,1,290,1,290,0,FALSE,FALSE,1.710344828,1.710344828,10.61538503,FALSE,FALSE
,Particle,PRT,,Particle,0,0,0,1,0,0,291,1,291,1,291,0,FALSE,FALSE,1.704467354,1.704467354,10.57890605,FALSE,FALSE
,Razor,RZR,,Razor,0,0,0,1,0,0,292,1,292,1,292,0,FALSE,FALSE,1.698630137,1.698630137,10.54267692,FALSE,FALSE
,CryptoEscudo,CESC,,CryptoEscudo,0,0,0,1,0,0,293,1,293,1,293,0,FALSE,FALSE,1.692832765,1.692832765,10.50669508,FALSE,FALSE
,Kore,KORE,,Kore,0,0,0,1,0,0,294,1,294,1,294,0,FALSE,FALSE,1.68707483,1.68707483,10.47095803,FALSE,FALSE
,Heavycoin,HVC,,Heavycoin,0,0,0,1,0,0,295,1,295,1,295,0,FALSE,FALSE,1.681355932,1.681355932,10.43546325,FALSE,FALSE
,DarkCash,DRKC,,DarkCash,0,0,0,1,0,0,296,1,296,1,296,0,FALSE,FALSE,1.675675676,1.675675676,10.40020831,FALSE,FALSE
,GlobalCoin,GLC,,GlobalCoin,0,0,0,1,0,0,297,1,297,1,297,0,FALSE,FALSE,1.67003367,1.67003367,10.36519077,FALSE,FALSE
,Snowballs,BALLS,,Snowballs,0,0,0,1,0,0,298,1,298,1,298,0,FALSE,FALSE,1.66442953,1.66442953,10.33040825,FALSE,FALSE
,bitBTC,BITBTC,,bitBTC,0,0,0,1,0,0,299,1,299,1,299,0,FALSE,FALSE,1.658862876,1.658862876,10.29585839,FALSE,FALSE
,NoirShares,NRS,,NoirShares,0,0,0,1,0,0,300,1,300,1,300,0,FALSE,FALSE,1.653333333,1.653333333,10.26153887,FALSE,FALSE
,RedCoin,RED,,RedCoin,0,0,0,1,0,0,301,1,301,1,301,0,FALSE,FALSE,1.647840532,1.647840532,10.22744737,FALSE,FALSE
,RootCoin,ROOT,,RootCoin,0,0,0,1,0,0,302,1,302,1,302,0,FALSE,FALSE,1.642384106,1.642384106,10.19358165,FALSE,FALSE
,ltc2nXt3,LTC2NXT3,,ltc2nXt3,0,0,0,1,0,0,303,1,303,1,303,0,FALSE,FALSE,1.636963696,1.636963696,10.15993947,FALSE,FALSE
,Omnicoin,OMC,,Omnicoin,0,0,0,1,0,0,304,1,304,1,304,0,FALSE,FALSE,1.631578947,1.631578947,10.12651862,FALSE,FALSE
,FreshCoin,FRSH,,FreshCoin,0,0,0,1,0,0,305,1,305,1,305,0,FALSE,FALSE,1.626229508,1.626229508,10.09331692,FALSE,FALSE
,SeedCoin,SEED,,SeedCoin,0,0,0,1,0,0,306,1,306,1,306,0,FALSE,FALSE,1.620915033,1.620915033,10.06033222,FALSE,FALSE
,LiteBar,LTB,,LiteBar,0,0,0,1,0,0,307,1,307,1,307,0,FALSE,FALSE,1.615635179,1.615635179,10.02756241,FALSE,FALSE
,bitGold,BITGOLD,,bitGold,0,0,0,1,0,0,308,1,308,1,308,0,FALSE,FALSE,1.61038961,1.61038961,9.995005388,FALSE,FALSE
,Zedcoin,ZED,,Zedcoin,0,0,0,1,0,0,309,1,309,1,309,0,FALSE,FALSE,1.605177994,1.605177994,9.962659093,FALSE,FALSE
,ProfitCoin,PFC,,ProfitCoin,0,0,0,1,0,0,310,1,310,1,310,0,FALSE,FALSE,1.6,1.6,9.930521483,FALSE,FALSE
,Functioncoin,FCC,,Functioncoin,0,0,0,1,0,0,311,1,311,1,311,0,FALSE,FALSE,1.594855305,1.594855305,9.898590546,FALSE,FALSE
,NXTmovie,NXTMOVIE,,NXTmovie,0,0,0,1,0,0,312,1,312,1,312,0,FALSE,FALSE,1.58974359,1.58974359,9.866864294,FALSE,FALSE
,ContinuumCoin,CTM,,ContinuumCoin,0,0,0,1,0,0,313,1,313,1,313,0,FALSE,FALSE,1.584664537,1.584664537,9.835340766,FALSE,FALSE
,CoolCoin,COOL,,CoolCoin,0,0,0,1,0,0,314,1,314,1,314,0,FALSE,FALSE,1.579617834,1.579617834,9.804018024,FALSE,FALSE
,Piggycoin,PIGGY,,Piggycoin,0,0,0,1,0,0,315,1,315,1,315,0,FALSE,FALSE,1.574603175,1.574603175,9.772894158,FALSE,FALSE
,GrandCoin,GDC,,GrandCoin,0,0,0,1,0,0,316,1,316,1,316,0,FALSE,FALSE,1.569620253,1.569620253,9.741967277,FALSE,FALSE
,DigitalPrice,DP,,DigitalPrice,0,0,0,1,0,0,317,1,317,1,317,0,FALSE,FALSE,1.56466877,1.56466877,9.711235519,FALSE,FALSE
,Guarany,GUA,,Guarany,0,0,0,1,0,0,318,1,318,1,318,0,FALSE,FALSE,1.559748428,1.559748428,9.680697043,FALSE,FALSE
,Kittehcoin,MEOW,,Kittehcoin,0,0,0,1,0,0,319,1,319,1,319,0,FALSE,FALSE,1.554858934,1.554858934,9.65035003,FALSE,FALSE
,TrustPlus,TRUST,,TrustPlus,0,0,0,1,0,0,320,1,320,1,320,0,FALSE,FALSE,1.55,1.55,9.620192686,FALSE,FALSE
,Fantomcoin,FCN,,Fantomcoin,0,0,0,1,0,0,321,1,321,1,321,0,FALSE,FALSE,1.54517134,1.54517134,9.590223239,FALSE,FALSE
,Umbrella-LTC,ULTC,,Umbrella-LTC,0,0,0,1,0,0,322,1,322,1,322,0,FALSE,FALSE,1.540372671,1.540372671,9.560439937,FALSE,FALSE
,CAIx,CAIx,,CAIx,0,0,0,1,0,0,323,1,323,1,323,0,FALSE,FALSE,1.535603715,1.535603715,9.530841052,FALSE,FALSE
,GameLeagueCoin,GML,,GameLeagueCoin,0,0,0,1,0,0,324,1,324,1,324,0,FALSE,FALSE,1.530864198,1.530864198,9.501424875,FALSE,FALSE
,NTX,NTX,,NTX,0,0,0,1,0,0,325,1,325,1,325,0,FALSE,FALSE,1.526153846,1.526153846,9.472189722,FALSE,FALSE
,Spark,SPARK,,Spark,0,0,0,1,0,0,326,1,326,1,326,0,FALSE,FALSE,1.521472393,1.521472393,9.443133925,FALSE,FALSE
,Saturn2Coin,SAT2,,Saturn2Coin,0,0,0,1,0,0,327,1,327,1,327,0,FALSE,FALSE,1.516819572,1.516819572,9.41425584,FALSE,FALSE
,AsicCoin,ASC,,AsicCoin,0,0,0,1,0,0,328,1,328,1,328,0,FALSE,FALSE,1.512195122,1.512195122,9.38555384,FALSE,FALSE
,UtilityCoin,UTIL,,UtilityCoin,0,0,0,1,0,0,329,1,329,1,329,0,FALSE,FALSE,1.507598784,1.507598784,9.357026321,FALSE,FALSE
,KeyCoin,KEY,,KeyCoin,0,0,0,1,0,0,330,1,330,1,330,0,FALSE,FALSE,1.503030303,1.503030303,9.328671696,FALSE,FALSE
,Murraycoin,MRY,,Murraycoin,0,0,0,1,0,0,331,1,331,1,331,0,FALSE,FALSE,1.498489426,1.498489426,9.300488398,FALSE,FALSE
,BetaCoin,BET,,BetaCoin,0,0,0,1,0,0,332,1,332,1,332,0,FALSE,FALSE,1.493975904,1.493975904,9.272474878,FALSE,FALSE
,HunterCoin,HUC,,HunterCoin,0,0,0,1,0,0,333,1,333,1,333,0,FALSE,FALSE,1.489489489,1.489489489,9.244629609,FALSE,FALSE
,ApexCoin,APEX,,ApexCoin,0,0,0,1,0,0,334,1,334,1,334,0,FALSE,FALSE,1.48502994,1.48502994,9.216951077,FALSE,FALSE
,LottoCoin,LOT,,LottoCoin,0,0,0,1,0,0,335,1,335,1,335,0,FALSE,FALSE,1.480597015,1.480597015,9.18943779,FALSE,FALSE
,CryptoBuck,BUK,,CryptoBuck,0,0,0,1,0,0,336,1,336,1,336,0,FALSE,FALSE,1.476190476,1.476190476,9.162088273,FALSE,FALSE
,Ghostcoin,GHOST,,Ghostcoin,0,0,0,1,0,0,337,1,337,1,337,0,FALSE,FALSE,1.471810089,1.471810089,9.134901067,FALSE,FALSE
,Electron,ELT,,Electron,0,0,0,1,0,0,338,1,338,1,338,0,FALSE,FALSE,1.467455621,1.467455621,9.107874733,FALSE,FALSE
,UnbreakableCoin,UNB,,UnbreakableCoin,0,0,0,1,0,0,339,1,339,1,339,0,FALSE,FALSE,1.463126844,1.463126844,9.081007846,FALSE,FALSE
,SHACoin,SHA,,SHACoin,0,0,0,1,0,0,340,1,340,1,340,0,FALSE,FALSE,1.458823529,1.458823529,9.054298999,FALSE,FALSE
,RonPaulCoin,RPC,,RonPaulCoin,0,0,0,1,0,0,341,1,341,1,341,0,FALSE,FALSE,1.454545455,1.454545455,9.027746803,FALSE,FALSE
,GrowthCoin,GRW,,GrowthCoin,0,0,0,1,0,0,342,1,342,1,342,0,FALSE,FALSE,1.450292398,1.450292398,9.001349882,FALSE,FALSE
,Franko,FRK,,Franko,0,0,0,1,0,0,343,1,343,1,343,0,FALSE,FALSE,1.44606414,1.44606414,8.975106879,FALSE,FALSE
,SpainCoin,SPA,,SpainCoin,0,0,0,1,0,0,344,1,344,1,344,0,FALSE,FALSE,1.441860465,1.441860465,8.949016452,FALSE,FALSE
,GreenBacks,GB,,GreenBacks,0,0,0,1,0,0,345,1,345,1,345,0,FALSE,FALSE,1.437681159,1.437681159,8.923077274,FALSE,FALSE
,VootCoin,VOOT,,VootCoin,0,0,0,1,0,0,346,1,346,1,346,0,FALSE,FALSE,1.433526012,1.433526012,8.897288034,FALSE,FALSE
,Execoin,EXE,,Execoin,0,0,0,1,0,0,347,1,347,1,347,0,FALSE,FALSE,1.429394813,1.429394813,8.871647434,FALSE,FALSE
,DayTraderCoin,DTC,,DayTraderCoin,0,0,0,1,0,0,348,1,348,1,348,0,FALSE,FALSE,1.425287356,1.425287356,8.846154194,FALSE,FALSE
,Animecoin,ANI,,Animecoin,0,0,0,1,0,0,349,1,349,1,349,0,FALSE,FALSE,1.421203438,1.421203438,8.820807048,FALSE,FALSE
,Libertycoin,XLB,,Libertycoin,0,0,0,1,0,0,350,1,350,1,350,0,FALSE,FALSE,1.417142857,1.417142857,8.795604742,FALSE,FALSE
,XxXcoin,XXX,,XxXcoin,0,0,0,1,0,0,351,1,351,1,351,0,FALSE,FALSE,1.413105413,1.413105413,8.770546039,FALSE,FALSE
,HamRadioCoin,HAM,,HamRadioCoin,0,0,0,1,0,0,352,1,352,1,352,0,FALSE,FALSE,1.409090909,1.409090909,8.745629715,FALSE,FALSE
,StableCoin,SBC,,StableCoin,0,0,0,1,0,0,353,1,353,1,353,0,FALSE,FALSE,1.40509915,1.40509915,8.72085456,FALSE,FALSE
,Silkcoin,SILK,,Silkcoin,0,0,0,1,0,0,354,1,354,1,354,0,FALSE,FALSE,1.401129944,1.401129944,8.696219378,FALSE,FALSE
,X-Children,CHILD,,X-Children,0,0,0,1,0,0,355,1,355,1,355,0,FALSE,FALSE,1.397183099,1.397183099,8.671722985,FALSE,FALSE
,Isracoin,ISR,,Isracoin,0,0,0,1,0,0,356,1,356,1,356,0,FALSE,FALSE,1.393258427,1.393258427,8.647364213,FALSE,FALSE
,LeafCoin,LEAF,,LeafCoin,0,0,0,1,0,0,357,1,357,1,357,0,FALSE,FALSE,1.389355742,1.389355742,8.623141904,FALSE,FALSE
,Kryptkoin,KTK,,Kryptkoin,0,0,0,1,0,0,358,1,358,1,358,0,FALSE,FALSE,1.38547486,1.38547486,8.599054915,FALSE,FALSE
,ROXcoin,ROX,,ROXcoin,0,0,0,1,0,0,359,1,359,1,359,0,FALSE,FALSE,1.381615599,1.381615599,8.575102116,FALSE,FALSE
,QuazarCoin,QCN,,QuazarCoin,0,0,0,1,0,0,360,1,360,1,360,0,FALSE,FALSE,1.377777778,1.377777778,8.551282388,FALSE,FALSE
,IncognitoCoin,ICG,,IncognitoCoin,0,0,0,1,0,0,361,1,361,1,361,0,FALSE,FALSE,1.373961219,1.373961219,8.527594625,FALSE,FALSE
,Greencoin,GRE,,Greencoin,0,0,0,1,0,0,362,1,362,1,362,0,FALSE,FALSE,1.370165746,1.370165746,8.504037734,FALSE,FALSE
,Gapcoin,GAP,,Gapcoin,0,0,0,1,0,0,363,1,363,1,363,0,FALSE,FALSE,1.366391185,1.366391185,8.480610633,FALSE,FALSE
,Triangles,TRI,,Triangles,0,0,0,1,0,0,364,1,364,1,364,0,FALSE,FALSE,1.362637363,1.362637363,8.457312252,FALSE,FALSE
,Dashcoin,DSH,,Dashcoin,0,0,0,1,0,0,365,1,365,1,365,0,FALSE,FALSE,1.35890411,1.35890411,8.434141533,FALSE,FALSE
,FAILCoin,FAIL,,FAILCoin,0,0,0,1,0,0,366,1,366,1,366,0,FALSE,FALSE,1.355191257,1.355191257,8.411097431,FALSE,FALSE
,VegasCoin,VGC,,VegasCoin,0,0,0,1,0,0,367,1,367,1,367,0,FALSE,FALSE,1.351498638,1.351498638,8.388178909,FALSE,FALSE
,CAPTcoin,CAPT,,CAPTcoin,0,0,0,1,0,0,368,1,368,1,368,0,FALSE,FALSE,1.347826087,1.347826087,8.365384945,FALSE,FALSE
,MonetaVerde,MCN,,MonetaVerde,0,0,0,1,0,0,369,1,369,1,369,0,FALSE,FALSE,1.344173442,1.344173442,8.342714525,FALSE,FALSE
,ShieldCoin,SHLD,,ShieldCoin,0,0,0,1,0,0,370,1,370,1,370,0,FALSE,FALSE,1.340540541,1.340540541,8.320166648,FALSE,FALSE
,Catcoin,CAT,,Catcoin,0,0,0,1,0,0,371,1,371,1,371,0,FALSE,FALSE,1.336927224,1.336927224,8.297740323,FALSE,FALSE
,CraigsCoin,CRAIG,,CraigsCoin,0,0,0,1,0,0,372,1,372,1,372,0,FALSE,FALSE,1.333333333,1.333333333,8.275434569,FALSE,FALSE
,TacoCoin,TCO,,TacoCoin,0,0,0,1,0,0,373,1,373,1,373,0,FALSE,FALSE,1.329758713,1.329758713,8.253248417,FALSE,FALSE
,Diem,DIEM,,Diem,0,0,0,1,0,0,374,1,374,1,374,0,FALSE,FALSE,1.326203209,1.326203209,8.231180908,FALSE,FALSE
,Joulecoin,XJO,,Joulecoin,0,0,0,1,0,0,375,1,375,1,375,0,FALSE,FALSE,1.322666667,1.322666667,8.209231092,FALSE,FALSE
,KlondikeCoin,KDC,,KlondikeCoin,0,0,0,1,0,0,376,1,376,1,376,0,FALSE,FALSE,1.319148936,1.319148936,8.187398031,FALSE,FALSE
,ach,ACH,,ach,0,0,0,1,0,0,377,1,377,1,377,0,FALSE,FALSE,1.315649867,1.315649867,8.165680795,FALSE,FALSE
,microCoin,MRC,,microCoin,0,0,0,1,0,0,378,1,378,1,378,0,FALSE,FALSE,1.312169312,1.312169312,8.144078465,FALSE,FALSE
,Halcyon,HAL,,Halcyon,0,0,0,1,0,0,379,1,379,1,379,0,FALSE,FALSE,1.308707124,1.308707124,8.122590131,FALSE,FALSE
,ShibeCoin,SHIBE,,ShibeCoin,0,0,0,1,0,0,380,1,380,1,380,0,FALSE,FALSE,1.305263158,1.305263158,8.101214894,FALSE,FALSE
,Polcoin,PLC,,Polcoin,0,0,0,1,0,0,381,1,381,1,381,0,FALSE,FALSE,1.30183727,1.30183727,8.079951863,FALSE,FALSE
,Fractalcoin,FRAC,,Fractalcoin,0,0,0,1,0,0,382,1,382,1,382,0,FALSE,FALSE,1.298429319,1.298429319,8.058800156,FALSE,FALSE
,TorCoin,TOR,,TorCoin,0,0,0,1,0,0,383,1,383,1,383,0,FALSE,FALSE,1.295039164,1.295039164,8.037758902,FALSE,FALSE
,CageCoin,CAGE,,CageCoin,0,0,0,1,0,0,384,1,384,1,384,0,FALSE,FALSE,1.291666667,1.291666667,8.016827239,FALSE,FALSE
,Aiden,ADN,,Aiden,0,0,0,1,0,0,385,1,385,1,385,0,FALSE,FALSE,1.288311688,1.288311688,7.996004311,FALSE,FALSE
,GoldReserve,XGR,,GoldReserve,0,0,0,1,0,0,386,1,386,1,386,0,FALSE,FALSE,1.284974093,1.284974093,7.975289274,FALSE,FALSE
,VirtualMiningCoin,VMC,,VirtualMiningCoin,0,0,0,1,0,0,387,1,387,1,387,0,FALSE,FALSE,1.281653747,1.281653747,7.954681291,FALSE,FALSE
,Guncoin,GUN,,Guncoin,0,0,0,1,0,0,388,1,388,1,388,0,FALSE,FALSE,1.278350515,1.278350515,7.934179535,FALSE,FALSE
,XCloudcoin,XCLD,,XCloudcoin,0,0,0,1,0,0,389,1,389,1,389,0,FALSE,FALSE,1.275064267,1.275064267,7.913783187,FALSE,FALSE
,LottoShares,LTS,,LottoShares,0,0,0,1,0,0,390,1,390,1,390,0,FALSE,FALSE,1.271794872,1.271794872,7.893491435,FALSE,FALSE
,Emucoin,EMU,,Emucoin,0,0,0,1,0,0,391,1,391,1,391,0,FALSE,FALSE,1.268542199,1.268542199,7.873303477,FALSE,FALSE
,GrowCoin,GROW,,GrowCoin,0,0,0,1,0,0,392,1,392,1,392,0,FALSE,FALSE,1.265306122,1.265306122,7.85321852,FALSE,FALSE
,Kingdom Coin,KING,,Kingdom Coin,0,0,0,1,0,0,393,1,393,1,393,0,FALSE,FALSE,1.262086514,1.262086514,7.833235775,FALSE,FALSE
,OpenSourcecoin,OSC,,OpenSourcecoin,0,0,0,1,0,0,394,1,394,1,394,0,FALSE,FALSE,1.258883249,1.258883249,7.813354466,FALSE,FALSE
,Guerillacoin,GUE,,Guerillacoin,0,0,0,1,0,0,395,1,395,1,395,0,FALSE,FALSE,1.255696203,1.255696203,7.793573822,FALSE,FALSE
,LegendaryCoin,LGD,,LegendaryCoin,0,0,0,1,0,0,396,1,396,1,396,0,FALSE,FALSE,1.252525253,1.252525253,7.77389308,FALSE,FALSE
,Lightspeed,LSD,,Lightspeed,0,0,0,1,0,0,397,1,397,1,397,0,FALSE,FALSE,1.249370277,1.249370277,7.754311485,FALSE,FALSE
,Junkcoin,JKC,,Junkcoin,0,0,0,1,0,0,398,1,398,1,398,0,FALSE,FALSE,1.246231156,1.246231156,7.734828291,FALSE,FALSE
,Glyph,GLYPH,,Glyph,0,0,0,1,0,0,399,1,399,1,399,0,FALSE,FALSE,1.243107769,1.243107769,7.715442756,FALSE,FALSE
,Elacoin,ELC,,Elacoin,0,0,0,1,0,0,400,1,400,1,400,0,FALSE,FALSE,1.24,1.24,7.696154149,FALSE,FALSE
,RipoffCoin,RIPO,,RipoffCoin,0,0,0,1,0,0,401,1,401,1,401,0,FALSE,FALSE,1.236907731,1.236907731,7.676961745,FALSE,FALSE
,Benjamins,BEN,,Benjamins,0,0,0,1,0,0,402,1,402,1,402,0,FALSE,FALSE,1.233830846,1.233830846,7.657864825,FALSE,FALSE
,CRTCoin,CRT,,CRTCoin,0,0,0,1,0,0,403,1,403,1,403,0,FALSE,FALSE,1.230769231,1.230769231,7.638862679,FALSE,FALSE
,StabilityShares,XSI,,StabilityShares,0,0,0,1,0,0,404,1,404,1,404,0,FALSE,FALSE,1.227722772,1.227722772,7.619954603,FALSE,FALSE
,CandyCoin,YUM,,CandyCoin,0,0,0,1,0,0,405,1,405,1,405,0,FALSE,FALSE,1.224691358,1.224691358,7.6011399,FALSE,FALSE
,Solcoin,SOL,,Solcoin,0,0,0,1,0,0,406,1,406,1,406,0,FALSE,FALSE,1.221674877,1.221674877,7.582417881,FALSE,FALSE
,Cryptographic Anomaly,CGA,,Cryptographic Anomaly,0,0,0,1,0,0,407,1,407,1,407,0,FALSE,FALSE,1.218673219,1.218673219,7.563787862,FALSE,FALSE
,Bitcoin Fast,BCF,,Bitcoin Fast,0,0,0,1,0,0,408,1,408,1,408,0,FALSE,FALSE,1.215686275,1.215686275,7.545249166,FALSE,FALSE
,Pesa,PES,,Pesa,0,0,0,1,0,0,409,1,409,1,409,0,FALSE,FALSE,1.212713936,1.212713936,7.526801124,FALSE,FALSE
,Moneta,MNTA,,Moneta,0,0,0,1,0,0,410,1,410,1,410,0,FALSE,FALSE,1.209756098,1.209756098,7.508443072,FALSE,FALSE
,1Coin,ONE,,1Coin,0,0,0,1,0,0,411,1,411,1,411,0,FALSE,FALSE,1.206812652,1.206812652,7.490174354,FALSE,FALSE
,Judgecoin,JUDGE,,Judgecoin,0,0,0,1,0,0,412,1,412,1,412,0,FALSE,FALSE,1.203883495,1.203883495,7.47199432,FALSE,FALSE
,EthereumDark,ETD,,EthereumDark,0,0,0,1,0,0,413,1,413,1,413,0,FALSE,FALSE,1.200968523,1.200968523,7.453902324,FALSE,FALSE
,BritCoin,BRIT,,BritCoin,0,0,0,1,0,0,414,1,414,1,414,0,FALSE,FALSE,1.198067633,1.198067633,7.435897729,FALSE,FALSE
,SocialxBot,XBOT,,SocialxBot,0,0,0,1,0,0,415,1,415,1,415,0,FALSE,FALSE,1.195180723,1.195180723,7.417979903,FALSE,FALSE
,RosCoin,ROS,,RosCoin,0,0,0,1,0,0,416,1,416,1,416,0,FALSE,FALSE,1.192307692,1.192307692,7.40014822,FALSE,FALSE
,LemurCoin,LMR,,LemurCoin,0,0,0,1,0,0,417,1,417,1,417,0,FALSE,FALSE,1.189448441,1.189448441,7.382402062,FALSE,FALSE
,WhistleCoin,WSTL,,WhistleCoin,0,0,0,1,0,0,418,1,418,1,418,0,FALSE,FALSE,1.186602871,1.186602871,7.364740813,FALSE,FALSE
,Techcoin,TECH,,Techcoin,0,0,0,1,0,0,419,1,419,1,419,0,FALSE,FALSE,1.183770883,1.183770883,7.347163866,FALSE,FALSE
,MalibuCoin,MAL,,MalibuCoin,0,0,0,1,0,0,420,1,420,1,420,0,FALSE,FALSE,1.180952381,1.180952381,7.329670618,FALSE,FALSE
,FireFlyCoin,FFC,,FireFlyCoin,0,0,0,1,0,0,421,1,421,1,421,0,FALSE,FALSE,1.178147268,1.178147268,7.312260474,FALSE,FALSE
,Kumacoin,KUMA,,Kumacoin,0,0,0,1,0,0,422,1,422,1,422,0,FALSE,FALSE,1.17535545,1.17535545,7.294932843,FALSE,FALSE
,IcebergCoin,ICB,,IcebergCoin,0,0,0,1,0,0,423,1,423,1,423,0,FALSE,FALSE,1.172576832,1.172576832,7.277687139,FALSE,FALSE
,CannabisDarkcoin,CND,,CannabisDarkcoin,0,0,0,1,0,0,424,1,424,1,424,0,FALSE,FALSE,1.169811321,1.169811321,7.260522782,FALSE,FALSE
,Quarkbar,QB,,Quarkbar,0,0,0,1,0,0,425,1,425,1,425,0,FALSE,FALSE,1.167058824,1.167058824,7.243439199,FALSE,FALSE
,ESportsCoin,ESC,,ESportsCoin,0,0,0,1,0,0,426,1,426,1,426,0,FALSE,FALSE,1.164319249,1.164319249,7.226435821,FALSE,FALSE
,Nyancoin,NYAN,,Nyancoin,0,0,0,1,0,0,427,1,427,1,427,0,FALSE,FALSE,1.161592506,1.161592506,7.209512084,FALSE,FALSE
,Spots,SPT,,Spots,0,0,0,1,0,0,428,1,428,1,428,0,FALSE,FALSE,1.158878505,1.158878505,7.192667429,FALSE,FALSE
,Neocoin,NEC,,Neocoin,0,0,0,1,0,0,429,1,429,1,429,0,FALSE,FALSE,1.156177156,1.156177156,7.175901305,FALSE,FALSE
,Cashcoin,CASH,,Cashcoin,0,0,0,1,0,0,430,1,430,1,430,0,FALSE,FALSE,1.153488372,1.153488372,7.159213162,FALSE,FALSE
,ShadeCoin,SHADE,,ShadeCoin,0,0,0,1,0,0,431,1,431,1,431,0,FALSE,FALSE,1.150812065,1.150812065,7.142602459,FALSE,FALSE
,CrackCoin,CRACK,,CrackCoin,0,0,0,1,0,0,432,1,432,1,432,0,FALSE,FALSE,1.148148148,1.148148148,7.126068657,FALSE,FALSE
,RotoCoin,RT2,,RotoCoin,0,0,0,1,0,0,433,1,433,1,433,0,FALSE,FALSE,1.145496536,1.145496536,7.109611223,FALSE,FALSE
,ImperialCoin,IPC,,ImperialCoin,0,0,0,1,0,0,434,1,434,1,434,0,FALSE,FALSE,1.142857143,1.142857143,7.093229631,FALSE,FALSE
,Noirbits,NRB,,Noirbits,0,0,0,1,0,0,435,1,435,1,435,0,FALSE,FALSE,1.140229885,1.140229885,7.076923356,FALSE,FALSE
,CorgiCoin,CORG,,CorgiCoin,0,0,0,1,0,0,436,1,436,1,436,0,FALSE,FALSE,1.137614679,1.137614679,7.06069188,FALSE,FALSE
,PHCoin,PHC,,PHCoin,0,0,0,1,0,0,437,1,437,1,437,0,FALSE,FALSE,1.135011442,1.135011442,7.04453469,FALSE,FALSE
,Axron,AXR,,Axron,0,0,0,1,0,0,438,1,438,1,438,0,FALSE,FALSE,1.132420091,1.132420091,7.028451278,FALSE,FALSE
,Conspiracycoin,CYC,,Conspiracycoin,0,0,0,1,0,0,439,1,439,1,439,0,FALSE,FALSE,1.129840547,1.129840547,7.012441138,FALSE,FALSE
,PotatoCoin,SPUDS,,PotatoCoin,0,0,0,1,0,0,440,1,440,1,440,0,FALSE,FALSE,1.127272727,1.127272727,6.996503772,FALSE,FALSE
,ProsperCoin,PRC,,ProsperCoin,0,0,0,1,0,0,441,1,441,1,441,0,FALSE,FALSE,1.124716553,1.124716553,6.980638684,FALSE,FALSE
,Dobbscoin,BOB,,Dobbscoin,0,0,0,1,0,0,442,1,442,1,442,0,FALSE,FALSE,1.122171946,1.122171946,6.964845384,FALSE,FALSE
,BlazeCoin,BLZ,,BlazeCoin,0,0,0,1,0,0,443,1,443,1,443,0,FALSE,FALSE,1.119638826,1.119638826,6.949123385,FALSE,FALSE
,Lycancoin,LYC,,Lycancoin,0,0,0,1,0,0,444,1,444,1,444,0,FALSE,FALSE,1.117117117,1.117117117,6.933472206,FALSE,FALSE
,Ekrona,KRN,,Ekrona,0,0,0,1,0,0,445,1,445,1,445,0,FALSE,FALSE,1.114606742,1.114606742,6.91789137,FALSE,FALSE
,Bancorcoin,BNCR,,Bancorcoin,0,0,0,1,0,0,446,1,446,1,446,0,FALSE,FALSE,1.112107623,1.112107623,6.902380403,FALSE,FALSE
,Canada eCoin,CDN,,Canada eCoin,0,0,0,1,0,0,447,1,447,1,447,0,FALSE,FALSE,1.109619687,1.109619687,6.886938836,FALSE,FALSE
,BatCoin,BAT,,BatCoin,0,0,0,1,0,0,448,1,448,1,448,0,FALSE,FALSE,1.107142857,1.107142857,6.871566205,FALSE,FALSE
,DarkShibe,DSB,,DarkShibe,0,0,0,1,0,0,449,1,449,1,449,0,FALSE,FALSE,1.10467706,1.10467706,6.856262048,FALSE,FALSE
,Unattainium,UNAT,,Unattainium,0,0,0,1,0,0,450,1,450,1,450,0,FALSE,FALSE,1.102222222,1.102222222,6.84102591,FALSE,FALSE
,Fetish,FETISH,,Fetish,0,0,0,1,0,0,451,1,451,1,451,0,FALSE,FALSE,1.099778271,1.099778271,6.825857338,FALSE,FALSE
,Heisenberg,HEX,,Heisenberg,0,0,0,1,0,0,452,1,452,1,452,0,FALSE,FALSE,1.097345133,1.097345133,6.810755884,FALSE,FALSE
,Hirocoin,HIRO,,Hirocoin,0,0,0,1,0,0,453,1,453,1,453,0,FALSE,FALSE,1.094922737,1.094922737,6.795721103,FALSE,FALSE
,TakCoin,TAK,,TakCoin,0,0,0,1,0,0,454,1,454,1,454,0,FALSE,FALSE,1.092511013,1.092511013,6.780752554,FALSE,FALSE
,BDSM,BDSM,,BDSM,0,0,0,1,0,0,455,1,455,1,455,0,FALSE,FALSE,1.09010989,1.09010989,6.765849801,FALSE,FALSE
