CoinMarketCap,Name,Symbol,MarketCap,CoinGecko,Name,Return,Rank - Return,Max Return,Rank - Overall Max,adjusted e-value,pass 5% threshold?,pass 10% threshold?,p-value (Max),,,,Return (30%),Max Return (30%)
,Karmacoin,KARMA,42266,,Karmacoin,0,173,1,173,0,FALSE,FALSE,1.156069364,6.125222389,FALSE,FALSE,0,1
,Carboncoin,CARBON,38349,,Carboncoin,0,174,1,174,0,FALSE,FALSE,1.149425287,6.090019962,FALSE,FALSE,0,1
,GAIA,GAIA,38205,,GAIA,0,175,1,175,0,FALSE,FALSE,1.142857143,6.055219847,FALSE,FALSE,0,1
,Quicksilver,QSLV,37852,,Quicksilver,0,176,1,176,0,FALSE,FALSE,1.136363636,6.020815189,FALSE,FALSE,0,1
,Sapience AIFX,XAI,37076,,Sapience AIFX,0,177,1,177,0,FALSE,FALSE,1.129943503,5.986799284,FALSE,FALSE,0,1
,SquareBit,SBIT,36810,,SquareBit,0,178,1,178,0,FALSE,FALSE,1.123595506,5.95316558,FALSE,FALSE,0,1
,Bytecent,BYC,36809,,Bytecent,0,179,1,179,0,FALSE,FALSE,1.117318436,5.919907672,FALSE,FALSE,0,1
,Sterlingcoin,SLG,36346,,Sterlingcoin,0,180,1,180,0,FALSE,FALSE,1.111111111,5.887019296,FALSE,FALSE,0,1
,Boomcoin,BOOM,36077,,Boomcoin,0,181,1,181,0,FALSE,FALSE,1.104972376,5.854494328,FALSE,FALSE,0,1
,Memorycoin,MMC,34630,,Memorycoin,0,182,1,182,0,FALSE,FALSE,1.098901099,5.822326776,FALSE,FALSE,0,1
,e-Gulden,EFL,34435,,e-Gulden,0,183,1,183,0,FALSE,FALSE,1.092896175,5.790510783,FALSE,FALSE,0,1
,CheckOutCoin,CXC,34431,,CheckOutCoin,0,184,1,184,0,FALSE,FALSE,1.086956522,5.759040616,FALSE,FALSE,0,1
,SecureCoin,SRC,34197,,SecureCoin,0,185,1,185,0,FALSE,FALSE,1.081081081,5.727910667,FALSE,FALSE,0,1
,Checkcoin,CKC,34001,,Checkcoin,0,186,1,186,0,FALSE,FALSE,1.075268817,5.697115448,FALSE,FALSE,0,1
,Quotient,XQN,33765,,Quotient,0,187,1,187,0,FALSE,FALSE,1.069518717,5.66664959,FALSE,FALSE,0,1
,TEKcoin,TEK,33194,,TEKcoin,0,188,1,188,0,FALSE,FALSE,1.063829787,5.636507837,FALSE,FALSE,0,1
,LitecoinDark,LTCD,31997,,LitecoinDark,0,189,1,189,0,FALSE,FALSE,1.058201058,5.606685044,FALSE,FALSE,0,1
,Ringo,RIN,31586,,Ringo,0,190,1,190,0,FALSE,FALSE,1.052631579,5.577176175,FALSE,FALSE,0,1
,Colossuscoin,COL,30613,,Colossuscoin,0,191,1,191,0,FALSE,FALSE,1.047120419,5.5479763,FALSE,FALSE,0,1
,Bottlecaps,CAP,30017,,Bottlecaps,0,192,1,192,0,FALSE,FALSE,1.041666667,5.51908059,FALSE,FALSE,0,1
,TeslaCoin,TES,29550,,TeslaCoin,0,193,1,193,0,FALSE,FALSE,1.03626943,5.490484318,FALSE,FALSE,0,1
,AsiaCoin,AC,29398,,AsiaCoin,0,194,1,194,0,FALSE,FALSE,1.030927835,5.462182852,FALSE,FALSE,0,1
,Dimecoin,DIME,29309,,Dimecoin,0,195,1,195,0,FALSE,FALSE,1.025641026,5.434171658,FALSE,FALSE,0,1
,NXTInspect,NXTI,29056,,NXTInspect,0,196,1,196,0,FALSE,FALSE,1.020408163,5.406446292,FALSE,FALSE,0,1
,Nas,NAS,26420,,Nas,0,197,1,197,0,FALSE,FALSE,1.015228426,5.379002403,FALSE,FALSE,0,1
,NFDCoin,NFD,26420,,NFDCoin,0,198,1,198,0,FALSE,FALSE,1.01010101,5.351835724,FALSE,FALSE,0,1
,Virtacoin,VTA,26330,,Virtacoin,0,199,1,199,0,FALSE,FALSE,1.005025126,5.324942077,FALSE,FALSE,0,1
,CleverHash,CHASH,26195,,CleverHash,0,200,1,200,0,FALSE,FALSE,1,5.298317367,FALSE,FALSE,0,1
